BOTTLE,20081215PRINUNIVRMK
  18RD19990827,    54, 54,     12,2,19990919, 76.2937, -71.9243,  589,    202.6,  -0.2385,  34.0070,2,   2171.7,2,   2259.1,2,       -999,9,        -999,9,     -999,9, -0.245340968
  18RD19990827,    54, 54,     10,2,19990919, 76.2937, -71.9243,  589,    304.1,  -0.1645,  34.2119,2,   2171.2,2,   2274.9,2,       4.83,2,        0.96,2,     -999,9, -0.175362306
  18RD19990827,    54, 54,      8,2,19990919, 76.2937, -71.9243,  589,    404.6,  -0.1970,  34.2853,2,   2171.6,2,   2273.3,2,      21.74,2,        1.93,2,     -999,9, -0.211770438
  18RD19990827,    54, 54,      6,2,19990919, 76.2937, -71.9243,  589,    504.8,  -0.2915,  34.3343,2,   2165.4,2,   2270.5,2,       -999,9,        -999,9,     -999,9, -0.310036837
  18RD19990827,    54, 54,      1,2,19990919, 76.2937, -71.9243,  589,    556.1,  -0.3075,  34.3418,2,   2165.4,2,   2261.9,2,      15.15,2,        1.47,2,     -999,9, -0.328114925
  18RD19990827,    56, 56,     16,2,19990919, 76.3037, -70.9083,  662,      1.2,   0.4070,  32.6636,2,   -999.0,9,   -999.0,9,      24.81,2,        2.33,2,     -999,9,  0.406958132
  18RD19990827,    56, 56,     15,2,19990919, 76.3037, -70.9083,  662,      5.6,   0.2655,  32.6664,2,   -999.0,9,   -999.0,9,      22.42,2,        2.56,2,     -999,9,  0.265311157
  18RD19990827,    56, 56,     14,2,19990919, 76.3037, -70.9083,  662,     10.4,   0.2540,  32.6706,2,   2006.8,2,   2167.4,2,      24.39,2,        2.45,2,      169,2,  0.253649774
  18RD19990827,    56, 56,      8,2,19990919, 76.3037, -70.9083,  662,     24.8,  -0.0465,  32.8442,2,   2030.1,2,   2208.7,2,      24.47,2,        3.08,2,      181,2,-0.0472825177
  18RD19990827,    56, 56,      7,2,19990919, 76.3037, -70.9083,  662,     50.7,  -0.8850,  33.3490,2,   2098.1,2,   2218.8,2,      10.21,2,         1.4,2,      162,2, -0.886293119
  18RD19990827,    56, 56,      6,2,19990919, 76.3037, -70.9083,  662,    100.3,  -0.2470,  33.5893,2,   2128.2,2,   2231.0,2,       5.54,2,        0.29,2,      176,2, -0.250204417
  18RD19990827,    56, 56,      5,2,19990919, 76.3037, -70.9083,  662,    201.5,   1.0575,  33.9904,2,   2161.4,2,   2249.6,2,       4.33,2,        0.41,2,      147,2,   1.04850077
  18RD19990827,    56, 56,      4,2,19990919, 76.3037, -70.9083,  662,    302.4,   0.5265,  34.1881,2,   2172.3,2,   2268.2,2,       5.55,2,        0.23,2,      127,2,  0.513956448
  18RD19990827,    56, 56,      3,2,19990919, 76.3037, -70.9083,  662,    402.8,   0.3615,  34.3264,2,   2170.3,2,   2275.6,2,       5.73,2,        0.34,2,      180,2,  0.344882432
  18RD19990827,    56, 56,      2,2,19990919, 76.3037, -70.9083,  662,    503.6,   0.6705,  34.4043,2,   2180.4,2,   2281.6,2,       6.22,2,         0.4,2,      111,2,  0.647906067
  18RD19990827,    56, 56,      1,2,19990919, 76.3037, -70.9083,  662,    641.6,   0.8510,  34.4449,2,   2187.7,2,   2280.6,2,       7.89,2,        0.96,2,      130,2,  0.820437938
  18RD19990827,    58, 58,     16,2,19990920, 76.3030, -70.2267,  287,      1.6,   0.4765,  31.1356,2,   1907.4,2,   2068.0,2,      20.38,2,        2.48,2,     -999,9,  0.476447797
  18RD19990827,    58, 58,     15,2,19990920, 76.3030, -70.2267,  287,      4.9,   0.4865,  31.1353,2,   -999.0,9,   -999.0,9,      11.28,2,        1.42,2,     -999,9,  0.486339558
  18RD19990827,    58, 58,     13,2,19990920, 76.3030, -70.2267,  287,      9.8,   0.4960,  31.1489,2,   1913.5,2,   2075.5,2,       7.08,2,        1.23,2,     -999,9,  0.495677619
  18RD19990827,    58, 58,      6,2,19990920, 76.3030, -70.2267,  287,     25.5,   0.6000,  32.0278,2,   1963.7,2,   2118.9,2,      15.67,2,        1.94,2,     -999,9,  0.599092794
  18RD19990827,    58, 58,      5,2,19990920, 76.3030, -70.2267,  287,     49.1,   0.0920,  32.7907,2,   2021.1,2,   2177.7,2,      14.02,2,         2.3,2,     -999,9, 0.0903860766
  18RD19990827,    58, 58,      4,2,19990920, 76.3030, -70.2267,  287,     99.8,  -0.8140,  33.3813,2,   2108.0,2,   2212.0,2,        5.9,2,        0.72,2,     -999,9, -0.816660273
  18RD19990827,    58, 58,      2,2,19990920, 76.3030, -70.2267,  287,    201.0,  -0.0770,  33.6380,2,   2131.8,2,   2236.4,2,       7.11,2,        1.38,2,     -999,9,-0.0839206388
  18RD19990827,    58, 58,      1,2,19990920, 76.3030, -70.2267,  287,    268.6,   0.4780,  33.8183,2,   2150.1,2,   2231.0,2,        3.8,2,        0.32,2,     -999,9,   0.46723353
  18RD19990827,    42, 59,     16,2,19990920, 77.0015, -71.6307,  985,      1.0,   0.3895,  32.1844,2,   1972.5,2,   2140.5,2,      17.01,2,        2.45,2,     -999,9,  0.389466161
  18RD19990827,    42, 59,     15,2,19990920, 77.0015, -71.6307,  985,      5.2,   0.3360,  32.0190,2,   -999.0,9,   -999.0,9,      19.09,2,        2.76,2,     -999,9,  0.335827843
  18RD19990827,    42, 59,     13,2,19990920, 77.0015, -71.6307,  985,     10.3,   0.3755,  32.4517,2,   1993.4,2,   2167.3,2,      19.45,2,         2.7,2,     -999,9,  0.375146647
  18RD19990827,    42, 59,      8,2,19990920, 77.0015, -71.6307,  985,     24.2,  -0.3130,  32.4914,2,   1999.4,2,   2166.9,2,      19.62,2,         2.7,2,     -999,9, -0.313691512
  18RD19990827,    42, 59,      7,2,19990920, 77.0015, -71.6307,  985,     49.7,  -0.2305,  32.9298,2,   2047.5,2,   2181.6,2,      12.85,2,        2.24,2,     -999,9,  -0.23200905
  18RD19990827,    42, 59,      6,2,19990920, 77.0015, -71.6307,  985,    100.2,  -0.4840,  33.4607,2,   2120.8,2,   2258.2,2,       5.15,2,         1.1,2,     -999,9, -0.486972374
  18RD19990827,    42, 59,      5,2,19990920, 77.0015, -71.6307,  985,    202.4,   0.5045,  33.8319,2,   2152.1,2,   2235.7,2,       6.56,2,        0.88,2,     -999,9,  0.496457597
  18RD19990827,    42, 59,      4,2,19990920, 77.0015, -71.6307,  985,    403.6,   0.7005,  34.2956,2,   2180.2,2,   2258.5,2,       5.12,2,        0.66,2,     -999,9,  0.682728967
  18RD19990827,    42, 59,      3,2,19990920, 77.0015, -71.6307,  985,    606.3,   0.7750,  34.3657,2,   2185.3,2,   2260.0,2,       5.06,2,        0.23,2,     -999,9,  0.746771947
  18RD19990827,    42, 59,      2,2,19990920, 77.0015, -71.6307,  985,    806.2,   0.8220,  34.3813,2,   2187.1,2,   2251.8,2,       1.95,2,        0.07,2,     -999,9,  0.782731312
  18RD19990827,    42, 59,      1,2,19990920, 77.0015, -71.6307,  985,    927.8,   0.8115,  34.3880,2,   2188.3,2,   2274.5,2,       3.22,2,        0.21,2,     -999,9,  0.765403621
  18RD19990827,    40, 63,     17,2,19990921, 76.9738, -72.4738,  343,      1.5,  -0.0285,  32.0972,2,   1980.3,2,   2162.8,2,      23.39,2,        2.96,2,     -999,9,-0.0285451125
  18RD19990827,    40, 63,     14,2,19990921, 76.9738, -72.4738,  343,      3.9,  -0.1120,  32.0649,2,   1981.4,2,   2158.4,2,      35.13,2,        3.14,2,     -999,9, -0.112114322
  18RD19990827,    40, 63,     12,2,19990921, 76.9738, -72.4738,  343,      7.6,   0.2975,  32.2536,2,   1992.4,2,   2227.2,3,      24.08,2,        3.61,2,     -999,9,  0.297247383
  18RD19990827,    40, 63,     10,2,19990921, 76.9738, -72.4738,  343,      9.9,   0.2370,  32.2740,2,   2000.1,2,   2163.0,2,      22.81,2,        2.87,2,     -999,9,  0.236675494
  18RD19990827,    40, 63,      8,2,19990921, 76.9738, -72.4738,  343,     14.7,   0.1825,  32.6341,2,   2054.0,2,   2202.2,2,      21.63,2,        2.73,2,     -999,9,  0.182014422
  18RD19990827,    40, 63,      4,2,19990921, 76.9738, -72.4738,  343,     30.3,  -0.1295,  32.8787,2,   2087.8,2,   2214.9,2,      17.66,2,         2.1,2,     -999,9,  -0.13043793
  18RD19990827,    40, 63,      1,2,19990921, 76.9738, -72.4738,  343,     45.1,  -0.7360,  33.2379,2,   2131.8,2,   2240.9,2,      13.02,2,        1.25,2,     -999,9, -0.737196626
  18RD19990827,    40, 62,     10,2,19990921, 76.9738, -72.4738,  343,    100.3,  -0.8375,  33.5694,2,   2147.7,2,   2223.1,3,       7.39,2,        0.73,2,     -999,9, -0.840189909
  18RD19990827,    40, 62,      7,2,19990921, 76.9738, -72.4738,  343,    201.9,   0.0295,  33.9934,2,   2171.3,2,   2264.4,2,       -999,9,        -999,9,     -999,9, 0.0222288472
  18RD19990827,    40, 62,      9,2,19990921, 76.9738, -72.4738,  343,    201.9,   0.0135,  33.9926,2,   -999.0,9,   -999.0,9,       4.29,2,        0.14,2,     -999,9,0.00625657792
  18RD19990827,    40, 62,      6,2,19990921, 76.9738, -72.4738,  343,    302.4,   0.6110,  34.2081,2,   2179.1,2,   2262.6,2,        4.1,2,        0.08,2,     -999,9,  0.598231327
  18RD19990827,    40, 62,      5,2,19990921, 76.9738, -72.4738,  343,    404.2,   0.7125,  34.3092,2,   2185.7,2,   2261.2,2,       3.82,2,         0.3,2,     -999,9,  0.694649978
  18RD19990827,    40, 62,      1,2,19990921, 76.9738, -72.4738,  343,    514.9,   0.7855,  34.3587,2,   2190.5,2,   2260.2,2,        7.5,2,        0.79,2,     -999,9,  0.761901271
  18RD19990827,    38, 65,     15,2,19990921, 77.0032, -73.2095,  343,      1.6,  -1.2750,  31.1520,2,   1967.9,2,   2160.0,2,       20.8,2,         2.8,2,     -999,9,  -1.27502775
  18RD19990827,    38, 65,     12,2,19990921, 77.0032, -73.2095,  343,     10.6,  -0.7165,  31.6621,2,   2006.9,2,   2164.8,2,      18.95,2,         3.1,2,     -999,9, -0.716747416
  18RD19990827,    38, 65,      6,2,19990921, 77.0032, -73.2095,  343,     24.7,  -0.8000,  32.3244,2,   2084.8,2,   2211.9,2,       8.55,2,        1.01,2,     -999,9, -0.800593329
  18RD19990827,    38, 65,      5,2,19990921, 77.0032, -73.2095,  343,     50.3,  -0.9080,  32.9720,2,   -999.0,9,   -999.0,9,       6.11,2,        0.93,2,     -999,9, -0.909236089
  18RD19990827,    38, 65,      4,2,19990921, 77.0032, -73.2095,  343,    101.0,  -1.0335,  33.5635,2,   2153.6,2,   2263.8,2,       8.35,2,         1.1,2,     -999,9,  -1.03603643
  18RD19990827,    38, 65,      3,2,19990921, 77.0032, -73.2095,  343,    202.2,   0.1675,  34.0302,2,   2162.6,2,   2265.9,2,       5.68,2,        0.61,2,     -999,9,  0.159966928
  18RD19990827,    38, 65,      1,2,19990921, 77.0032, -73.2095,  343,    324.6,   0.7185,  34.2957,2,   2258.1,3,   2294.1,2,       8.62,2,        0.74,2,     -999,9,  0.704385877
  18RD19990827,    36, 67,     18,2,19990922, 76.9818, -74.4113,  583,      4.6,  -0.5895,  31.5221,2,   -999.0,9,   -999.0,9,      21.56,2,        2.95,2,     -999,9, -0.589610981
  18RD19990827,    36, 67,     17,2,19990922, 76.9818, -74.4113,  583,      9.9,   0.4035,  31.9176,2,   -999.0,9,   -999.0,9,      30.33,2,        3.42,2,     -999,9,  0.403167945
  18RD19990827,    36, 67,     14,2,19990922, 76.9818, -74.4113,  583,     25.7,   0.4440,  32.3356,2,   2004.3,2,   2175.0,2,      18.18,2,        2.46,2,     -999,9,  0.443105182
  18RD19990827,    36, 67,     12,2,19990922, 76.9818, -74.4113,  583,     50.4,  -0.4335,  33.0337,2,   2053.8,2,   2219.1,2,         12,2,         1.2,2,     -999,9, -0.434952231
  18RD19990827,    36, 67,      9,2,19990922, 76.9818, -74.4113,  583,    100.9,  -0.8175,  33.4967,2,   2134.8,2,   2248.3,2,       9.99,2,        1.33,2,     -999,9, -0.820209968
  18RD19990827,    36, 67,      7,2,19990922, 76.9818, -74.4113,  583,    201.8,   0.4825,  34.0233,2,   2164.2,2,   2266.6,2,        6.1,2,        0.69,2,     -999,9,  0.474448133
  18RD19990827,    36, 67,      6,2,19990922, 76.9818, -74.4113,  583,    304.6,  -0.2825,  34.1787,2,   2164.9,2,   2267.5,2,       9.71,2,        1.08,2,     -999,9, -0.293057847
  18RD19990827,    36, 67,      5,2,19990922, 76.9818, -74.4113,  583,    404.6,  -0.4340,  34.2807,2,   2155.6,2,   2286.7,2,      15.98,2,        1.69,2,     -999,9, -0.447956816
  18RD19990827,    36, 67,      4,2,19990922, 76.9818, -74.4113,  583,    504.6,  -0.3515,  34.3499,2,   -999.0,9,   -999.0,9,       8.56,2,        1.02,2,     -999,9, -0.369788704
  18RD19990827,    36, 67,      1,2,19990922, 76.9818, -74.4113,  583,    554.4,  -0.3365,  34.3661,2,   2162.9,2,   2296.8,2,         10,2,        0.76,2,     -999,9, -0.356933581
  18RD19990827,    34, 69,     18,2,19990922, 76.9995, -75.6600,  513,      1.3,  -1.5325,  29.6760,2,   1906.2,2,   2071.7,2,       5.94,2,         0.5,2,     -999,9,  -1.53251581
  18RD19990827,    34, 69,     17,2,19990922, 76.9995, -75.6600,  513,      4.7,  -1.3440,  29.7389,2,   -999.0,9,   -999.0,9,       6.38,2,        0.99,2,     -999,9,  -1.34406583
  18RD19990827,    34, 69,     15,2,19990922, 76.9995, -75.6600,  513,     10.0,  -1.4395,  29.8477,2,   1908.1,2,   2080.0,2,       -999,9,        -999,9,     -999,9,  -1.43963419
  18RD19990827,    34, 69,     13,2,19990922, 76.9995, -75.6600,  513,     25.0,  -1.0865,  30.5985,2,   -999.0,9,   -999.0,9,       7.67,2,        1.55,2,     -999,9,  -1.08695426
  18RD19990827,    34, 69,     14,2,19990922, 76.9995, -75.6600,  513,     25.0,  -1.1040,  30.5799,2,   1969.5,2,   2130.5,2,       -999,9,        -999,9,     -999,9,  -1.10444948
  18RD19990827,    34, 69,     11,2,19990922, 76.9995, -75.6600,  513,     49.9,  -0.8865,  31.1477,2,   2029.0,2,   2167.8,2,       6.25,2,        1.13,2,     -999,9, -0.887559953
  18RD19990827,    34, 69,      9,2,19990922, 76.9995, -75.6600,  513,    100.6,  -0.7375,  32.6106,2,   2110.0,2,   2215.6,2,       3.67,2,        0.66,2,     -999,9, -0.740100343
  18RD19990827,    34, 69,      7,2,19990922, 76.9995, -75.6600,  513,    201.1,  -0.9615,  33.6706,2,   2160.3,2,   2254.5,2,        4.4,2,        0.83,2,     -999,9, -0.966910886
  18RD19990827,    34, 69,      6,2,19990922, 76.9995, -75.6600,  513,    300.0,  -0.5660,  34.1383,2,   2165.9,2,   2266.9,2,       -999,9,        -999,9,     -999,9,  -0.57563918
  18RD19990827,    34, 69,      5,2,19990922, 76.9995, -75.6600,  513,    401.4,  -0.4480,  34.2649,2,   2161.4,2,   2275.8,2,       2.63,2,        0.32,2,     -999,9, -0.461774994
  18RD19990827,    34, 69,      1,2,19990922, 76.9995, -75.6600,  513,    488.7,  -0.3580,  34.3493,2,   2161.0,2,   2269.7,2,       3.73,2,        0.51,2,     -999,9, -0.375613733
  18RD19990827,    32, 71,     16,2,19990922, 77.0043, -76.7652,  195,      1.5,  -1.5155,  29.8470,2,   -999.0,9,   -999.0,9,      11.63,2,        0.96,2,     -999,9,  -1.51551898
  18RD19990827,    32, 71,     17,2,19990922, 77.0043, -76.7652,  195,      1.5,  -1.5205,  29.8493,2,   1915.4,2,   2078.7,2,       -999,9,        -999,9,     -999,9,  -1.52051892
  18RD19990827,    32, 71,     13,2,19990922, 77.0043, -76.7652,  195,      6.4,  -1.5310,  29.8461,2,   -999.0,9,   -999.0,9,      16.13,2,         1.8,2,     -999,9,  -1.53108039
  18RD19990827,    32, 71,     15,2,19990922, 77.0043, -76.7652,  195,      6.4,  -1.5530,  29.8273,2,   1917.0,2,   2071.3,2,       -999,9,        -999,9,     -999,9,  -1.55307889
  18RD19990827,    32, 71,     11,2,19990922, 77.0043, -76.7652,  195,     11.6,  -1.5355,  29.8600,2,   -999.0,9,   -999.0,9,      29.23,2,        3.28,2,     -999,9,  -1.53564616
  18RD19990827,    32, 71,     12,2,19990922, 77.0043, -76.7652,  195,     11.6,  -1.5305,  29.8686,2,   1915.8,2,   2077.4,2,       -999,9,        -999,9,     -999,9,  -1.53064688
  18RD19990827,    32, 71,      9,2,19990922, 77.0043, -76.7652,  195,     15.6,  -1.5210,  29.8731,2,   -999.0,9,   -999.0,9,      13.88,2,        1.53,2,     -999,9,  -1.52119962
  18RD19990827,    32, 71,     10,2,19990922, 77.0043, -76.7652,  195,     15.6,  -1.5210,  29.8649,2,   1917.3,2,   2075.3,2,       -999,9,        -999,9,     -999,9,  -1.52119937
  18RD19990827,    32, 71,      8,2,19990922, 77.0043, -76.7652,  195,     21.2,  -1.3920,  30.1755,2,   1939.3,2,   2097.4,2,       -999,9,        -999,9,     -999,9,  -1.39230943
  18RD19990827,    32, 71,      7,2,19990922, 77.0043, -76.7652,  195,     21.4,  -1.4065,  30.1969,2,   -999.0,9,   -999.0,9,      17.43,2,        1.88,2,     -999,9,  -1.40681052
  18RD19990827,    32, 71,      3,2,19990922, 77.0043, -76.7652,  195,     43.9,  -0.8845,  31.1088,2,   -999.0,9,   -999.0,9,      14.85,2,        1.94,2,     -999,9, -0.885427406
  18RD19990827,    32, 71,      5,2,19990922, 77.0043, -76.7652,  195,     44.0,  -0.8795,  31.1251,2,   1891.4,3,   2160.4,2,       -999,9,        -999,9,     -999,9, -0.880432879
  18RD19990827,    32, 71,      2,2,19990922, 77.0043, -76.7652,  195,     64.7,  -0.8350,  31.7174,2,   2057.3,2,   2180.9,2,       -999,9,        -999,9,     -999,9, -0.836483891
  18RD19990827,    32, 71,      1,2,19990922, 77.0043, -76.7652,  195,     64.8,  -0.8280,  31.6925,2,   -999.0,9,   -999.0,9,      11.57,2,        1.88,2,     -999,9, -0.829487114
  18RD19990827,    32, 72,     11,2,19990922, 77.0043, -76.7652,  195,     75.6,  -0.8205,  31.9836,2,   2091.8,2,   2204.9,2,      20.37,2,        2.38,2,     -999,9, -0.822290182
  18RD19990827,    32, 72,      9,2,19990922, 77.0043, -76.7652,  195,    100.9,  -0.9080,  32.5978,2,   2128.3,2,   2220.9,2,       9.46,2,        0.71,2,     -999,9, -0.910456196
  18RD19990827,    32, 72,      3,2,19990922, 77.0043, -76.7652,  195,    152.1,  -1.0990,  33.4485,2,   2159.2,2,   2251.0,2,      11.96,2,        1.15,2,     -999,9,  -1.10277453
  18RD19990827,    32, 72,      1,2,19990922, 77.0043, -76.7652,  195,    185.0,  -0.8285,  33.6715,2,   2168.4,2,   2249.2,2,      12.99,2,        1.36,2,     -999,9, -0.833661929
  18RD19990827,    31, 74,     21,2,19990923, 77.0110, -77.2212,  230,      1.7,  -1.5180,  29.7104,2,   1902.1,2,   2064.5,2,       -999,9,        -999,9,       99,2,  -1.51802102
  18RD19990827,    31, 74,     16,2,19990923, 77.0110, -77.2212,  230,      7.1,  -1.5680,  29.7396,2,   -999.0,9,   -999.0,9,       9.27,2,        0.88,2,     -999,9,  -1.56808539
  18RD19990827,    31, 74,     14,2,19990923, 77.0110, -77.2212,  230,     11.1,  -1.4980,  29.9453,2,   1924.3,2,   2075.0,2,       12.4,2,        1.45,2,      105,2,  -1.49814538
  18RD19990827,    31, 74,     12,2,19990923, 77.0110, -77.2212,  230,     14.9,  -1.4765,  29.9650,2,   1922.4,2,   2074.4,2,      14.68,2,        1.13,2,     -999,9,  -1.47669917
  18RD19990827,    31, 74,     10,2,19990923, 77.0110, -77.2212,  230,     21.0,  -1.4390,  30.0722,2,   1929.4,2,   2070.0,2,      16.07,2,           2,2,      102,2,  -1.43929343
  18RD19990827,    31, 74,      7,2,19990923, 77.0110, -77.2212,  230,     42.6,  -1.1070,  31.0891,2,   2005.2,2,   2135.4,2,      12.66,2,        1.42,2,     -999,9,  -1.10781425
  18RD19990827,    31, 74,      6,2,19990923, 77.0110, -77.2212,  230,     63.5,  -0.8305,  31.7470,2,   2073.3,2,   2174.0,2,       -999,9,        -999,9,      264,2, -0.831961747
  18RD19990827,    31, 74,      5,2,19990923, 77.0110, -77.2212,  230,     63.6,  -0.8305,  31.7509,2,   -999.0,9,   -999.0,9,         10,2,        1.22,2,     -999,9, -0.831964588
  18RD19990827,    31, 74,      4,2,19990923, 77.0110, -77.2212,  230,    101.6,  -1.0640,  32.8526,2,   2144.0,2,   2234.0,2,       6.43,2,        0.85,2,      193,2,  -1.06638564
  18RD19990827,    31, 74,      2,2,19990923, 77.0110, -77.2212,  230,    131.0,  -1.0790,  33.4882,2,   2162.0,2,   2253.5,2,       5.99,2,        0.71,2,       95,2,  -1.08225698
  18RD19990827,    31, 74,      1,2,19990923, 77.0110, -77.2212,  230,    214.6,  -0.7300,  33.8327,2,   2176.3,2,   2255.8,2,       5.37,2,        0.25,2,      113,2, -0.736296428
  18RD19990827,    18, 75,     18,2,19990924, 77.8323, -73.1557,  180,      1.8,  -1.6460,  30.6939,2,   1994.2,2,   2124.8,2,       -999,9,        -999,9,     -999,9,  -1.64602366
  18RD19990827,    18, 75,     15,2,19990924, 77.8323, -73.1557,  180,      4.1,  -1.6635,  30.6255,2,   1984.8,2,   2126.1,2,       -999,9,        -999,9,      184,2,  -1.66355281
  18RD19990827,    18, 75,     13,2,19990924, 77.8323, -73.1557,  180,      7.4,  -1.6610,  30.7048,2,   1988.2,2,   2128.8,2,       -999,9,        -999,9,      185,2,  -1.66109687
  18RD19990827,    18, 75,     11,2,19990924, 77.8323, -73.1557,  180,     10.2,  -1.6665,  30.7885,2,   2010.3,2,   2129.5,2,       -999,9,        -999,9,      126,2,  -1.66663499
  18RD19990827,    18, 75,      9,2,19990924, 77.8323, -73.1557,  180,     14.1,  -1.6680,  30.8565,2,   2004.7,2,   2137.4,2,       -999,9,        -999,9,      141,2,  -1.66818886
  18RD19990827,    18, 75,      4,2,19990924, 77.8323, -73.1557,  180,     27.7,  -1.4985,  31.5669,2,   2065.3,2,   2165.6,2,       -999,9,        -999,9,      222,2,  -1.49895514
  18RD19990827,    18, 75,      1,2,19990924, 77.8323, -73.1557,  180,     41.6,  -1.1760,  32.0891,2,   2069.9,2,   2190.5,2,       -999,9,        -999,9,      105,2,  -1.17685008
  18RD19990827,    18, 76,      8,2,19990924, 77.8323, -73.1557,  180,     75.7,  -1.2000,  32.9644,2,   2143.3,2,   2241.5,2,       -999,9,        -999,9,      141,2,   -1.2016848
  18RD19990827,    18, 76,      5,2,19990924, 77.8323, -73.1557,  180,    101.2,  -1.1320,  33.3214,2,   -999.0,9,   -999.0,9,       -999,9,        -999,9,      147,2,  -1.13440755
  18RD19990827,    18, 76,      3,2,19990924, 77.8323, -73.1557,  180,    130.7,  -0.9640,  33.5901,2,   2163.8,2,   2245.2,2,       -999,9,        -999,9,      110,2, -0.967405267
  18RD19990827,    18, 76,      1,2,19990924, 77.8323, -73.1557,  180,    163.3,  -0.4625,  33.7779,2,   2162.4,2,   2232.6,2,       -999,9,        -999,9,      206,2, -0.467570225
  18RD19990827,    20, 78,     15,2,19990924, 77.8358, -72.2458,   40,      2.1,   0.3385,  31.8228,2,   1947.0,2,   2150.5,2,      19.76,2,        1.73,2,     -999,9,  0.338431264
  18RD19990827,    20, 78,     14,2,19990924, 77.8358, -72.2458,   40,      5.2,   0.3185,  31.8092,2,   -999.0,9,   -999.0,9,      17.71,2,        2.02,2,     -999,9,  0.318330677
  18RD19990827,    20, 78,     13,2,19990924, 77.8358, -72.2458,   40,     10.6,   0.2420,  31.8541,2,   1951.1,2,   2151.5,2,      16.11,2,         1.7,2,     -999,9,  0.241660402
