BOTTLE,20090908PRINUNIVRMK
  18SN19970831,    33,  1,     11,19970907,0000, 74.6017,-109.0067,  278,    103.3,  -1.4465,  32.9246,2,    4.060,2,    1.930,2,    0.100,2,    7.310,2,   2196.7,2,   2248.8, 2,     1141,  -1.4486
  18SN19970831,    33,  1,     10,19970907,0000, 74.6017,-109.0067,  278,    118.5,  -1.4420,  33.1124,2,    4.020,2,    1.800,2,    0.080,2,    6.750,2,   2207.1,2,   2253.7, 2,     1142,  -1.4445
  18SN19970831,    33,  1,      9,19970907,0000, 74.6017,-109.0067,  278,    133.5,  -1.2800,  33.4240,2,    2.880,2,    1.380,2,    0.050,2,    6.190,2,   2217.7,2,   2267.6, 2,     1143,  -1.2831
  18SN19970831,    33,  1,      8,19970907,0000, 74.6017,-109.0067,  278,    158.8,  -0.9835,  33.8204,2,    2.290,2,    0.920,2,    0.040,2,    6.080,2,   2218.4,2,   2270.9, 2,     1144,  -0.9877
  18SN19970831,    33,  1,      7,19970907,0000, 74.6017,-109.0067,  278,    183.9,  -0.5980,  34.2114,2,    1.510,2,    0.650,2,    0.020,2,    6.170,2,   2215.4,2,   2275.5, 2,     1145,  -0.6037
  18SN19970831,    33,  1,      6,19970907,0000, 74.6017,-109.0067,  278,    208.8,  -0.3425,  34.4217,2,    1.190,2,    0.440,2,    0.010,2,    5.310,2,   2215.5,2,   2277.2, 2,     1146,  -0.3495
  18SN19970831,    33,  1,      5,19970907,0000, 74.6017,-109.0067,  278,    229.4,  -0.1345,  34.5755,2,    1.350,2,    0.510,2,    0.010,2,    6.130,3,   2209.6,2,   2279.3, 2,     1147,  -0.1428
  18SN19970831,    33,  1,      4,19970907,0000, 74.6017,-109.0067,  278,    239.5,  -0.1170,  34.5882,2,    1.360,2,    0.360,2,    0.010,2,    6.700,3,   2211.2,2,   2276.2, 2,     1148,  -0.1257
  18SN19970831,    33,  1,      3,19970907,0000, 74.6017,-109.0067,  278,    249.3,  -0.0970,  34.6021,2, -999.000,9,    0.470,2,    0.010,2,    6.700,3,   2210.9,2,   2277.0, 2,     1149,  -0.1061
  18SN19970831,    33,  1,      2,19970907,0000, 74.6017,-109.0067,  278,    259.2,  -0.0850,  34.6078,2,    1.110,2,    0.440,2,    0.010,2,    5.200,2,   2208.8,2,   2279.2, 2,     1150,  -0.0945
  18SN19970831,    33,  1,      1,19970907,0000, 74.6017,-109.0067,  278,    268.3,  -0.0635,  34.6218,2,    1.230,2,    0.490,2,    0.000,2,    5.410,2,   2209.8,2,   2279.2, 2,     1151,  -0.0734
  18SN19970831,    34,  1,     23,19970908,0000, 74.3733,-109.0750,  434,      2.5,  -1.6060,  29.5781,2,    7.930,2,    3.870,2,    0.430,2,   11.310,2,   1945.7,2,   2083.6, 2,     1152,  -1.6060
  18SN19970831,    34,  1,     22,19970908,0000, 74.3733,-109.0750,  434,     12.6,  -1.6300,  30.2036,2,    7.460,2,    3.670,2,    0.390,2,   12.240,2,   1981.6,2,   2120.3, 2,     1153,  -1.6302
  18SN19970831,    34,  1,     21,19970908,0000, 74.3733,-109.0750,  434,     22.7,  -1.5875,  31.0367,2,    7.730,2,    3.990,2,    0.410,2,   11.880,2,   2022.0,2,   2158.5, 2,     1154,  -1.5878
  18SN19970831,    34,  1,     20,19970908,0000, 74.3733,-109.0750,  434,     32.7,  -1.4645,  31.5224,2,    7.160,2,    3.490,2,    0.300,2,   11.470,2,   2068.9,2,   2202.9, 2,     1155,  -1.4650
  18SN19970831,    34,  1,     19,19970908,0000, 74.3733,-109.0750,  434,     53.1,  -1.4570,  32.1191,2,    6.600,2,    2.980,2,    0.270,2,    9.550,2,   2131.2,2,   2214.4, 2,     1156,  -1.4580
  18SN19970831,    34,  1,     18,19970908,0000, 74.3733,-109.0750,  434,     62.9,  -1.3740,  32.3662,2,    4.850,2,    2.480,2,    0.100,2,    9.230,2,   2148.7,2,   2217.0, 2,     1157,  -1.3752
  18SN19970831,    34,  1,     17,19970908,0000, 74.3733,-109.0750,  434,     83.2,  -1.3690,  32.5649,2,    4.300,2,    2.350,2,    0.080,2,    6.790,3,   2174.1,2,   2226.3, 2,     1158,  -1.3707
  18SN19970831,    34,  1,     16,19970908,0000, 74.3733,-109.0750,  434,    103.2,  -1.4325,  32.8254,2,    4.190,2,    2.130,2,    0.060,2,    7.610,3,   2191.9,2,   2242.4, 2,     1159,  -1.4346
  18SN19970831,    34,  1,     15,19970908,0000, 74.3733,-109.0750,  434,    123.3,  -1.4435,  33.0726,2,    3.595,3,    1.595,3,    0.075,3,    6.430,2,   2209.1,2,   2252.6, 2,     1160,  -1.4461
  18SN19970831,    34,  1,     14,19970908,0000, 74.3733,-109.0750,  434,    143.7,  -1.3205,  33.3903,2,    3.570,3,    1.490,2,    0.050,2,    5.870,2,   2214.7,2,   2268.4, 2,     1161,  -1.3238
  18SN19970831,    34,  1,     13,19970908,0000, 74.3733,-109.0750,  434,    163.7,  -1.0535,  33.7353,2,    2.410,2,    1.140,2,    0.020,2,    4.580,3,   2220.5,3,   2270.1, 2,     1162,  -1.0577
  18SN19970831,    34,  1,     12,19970908,0000, 74.3733,-109.0750,  434,    184.2,  -0.7205,  34.0688,2,    1.520,2,    0.630,2,    0.000,3,    4.630,3,   2216.6,2,   2276.3, 2,     1163,  -0.7259
  18SN19970831,    34,  1,     11,19970908,0000, 74.3733,-109.0750,  434,    204.1,  -0.4775,  34.3144,2,    1.450,2,    0.610,2,    0.010,2,    5.320,2,   2219.4,2,   2274.6, 2,     1164,  -0.4841
  18SN19970831,    34,  1,     10,19970908,0000, 74.3733,-109.0750,  434,    229.0,  -0.2800,  34.4710,2,    1.290,2,    0.430,2,    0.000,2,    5.160,2,   2214.7,2,   2274.8, 2,     1165,  -0.2879
  18SN19970831,    34,  1,      9,19970908,0000, 74.3733,-109.0750,  434,    255.1,  -0.1225,  34.5863,2,    1.250,2,    0.410,2,    0.000,2,    4.610,2,   2209.4,2,   2277.0, 2,     1166,  -0.1318
  18SN19970831,    34,  1,      8,19970908,0000, 74.3733,-109.0750,  434,    280.0,   0.0150,  34.6785,2,    1.020,3,    0.390,2,    0.000,2,    4.760,2,   2203.0,2,   2285.8, 3,     1167,   0.0044
  18SN19970831,    34,  1,      7,19970908,0000, 74.3733,-109.0750,  434,    305.7,   0.1510,  34.7485,2, -999.000,9,    0.490,2,    0.010,2,    5.930,3,   2199.2,2,   2270.4, 3,     1168,   0.1390
  18SN19970831,    34,  1,      6,19970908,0000, 74.3733,-109.0750,  434,    330.4,   0.2165,  34.7902,2,    1.150,2,    0.410,2,    0.010,2,    4.750,2,   2196.9,2,   2280.3, 2,     1169,   0.2032
  18SN19970831,    34,  1,      5,19970908,0000, 74.3733,-109.0750,  434,    355.6,   0.2685,  34.8124,2,    1.260,2,    0.480,2,    0.000,2,    4.720,2,   2201.4,2,   2276.6, 2,     1170,   0.2539
  18SN19970831,    34,  1,      4,19970908,0000, 74.3733,-109.0750,  434,    380.9,   0.3055,  34.8304,2,    1.140,2,    0.370,2,    0.000,2,    4.070,2,   2206.9,2,   2281.3, 2,     1171,   0.2897
  18SN19970831,    34,  1,      3,19970908,0000, 74.3733,-109.0750,  434,    403.9,   0.3350,  34.8399,2,    0.800,2,    0.240,2,    0.000,2,    6.240,3,   2217.6,3,   2278.1, 2,     1172,   0.3180
  18SN19970831,    34,  1,      2,19970908,0000, 74.3733,-109.0750,  434,    414.3,   0.3425,  34.8423,2,    0.760,2,    0.210,2,    0.000,2,    5.540,2,   2218.7,3,   2282.6, 2,     1173,   0.3250
  18SN19970831,    34,  1,      1,19970908,0000, 74.3733,-109.0750,  434,    424.4,   0.3475,  34.8451,2,    0.720,2,    0.200,2,    0.000,2,    5.330,2,   2221.5,3,   2300.1, 3,     1174,   0.3296
  18SN19970831,    36,  1,     13,19970914,0000, 73.4500,-126.5967,  194,      2.9,  -1.5500,  29.0335,2,    7.460,2,    3.690,2,    0.400,2,   12.390,2,   1913.7,2,   2029.2, 2,     1175,  -1.5500
  18SN19970831,    36,  1,     12,19970914,0000, 73.4500,-126.5967,  194,      8.4,  -1.5620,  29.0476,2,    7.425,2,    3.520,2,    0.395,3,   11.850,3,   1919.0,2,   2036.9, 2,     1176,  -1.5621
  18SN19970831,    36,  1,     11,19970914,0000, 73.4500,-126.5967,  194,     18.2,  -1.4935,  29.1790,2,    7.460,2,    3.430,2,    0.340,3,   12.320,2,   1927.2,2,   2046.3, 2,     1177,  -1.4937
  18SN19970831,    36,  1,     10,19970914,0000, 73.4500,-126.5967,  194,     28.1,  -0.4140,  30.7180,2,    7.030,2,    3.390,2,    0.370,2,   11.760,2,   2026.2,2,   2150.4, 2,     1178,  -0.4147
  18SN19970831,    36,  1,      9,19970914,0000, 73.4500,-126.5967,  194,     33.3,  -0.2920,  31.1716,2,    6.880,2,    3.470,2,    0.390,2,   12.150,2,   2048.7,2,   2183.2, 2,     1179,  -0.2929
  18SN19970831,    36,  1,      8,19970914,0000, 73.4500,-126.5967,  194,     38.1,  -1.1675,  31.4611,2,    7.190,2,    3.380,2,    0.360,2,   11.860,2,   2068.2,2,   2195.6, 3,     1180,  -1.1682
  18SN19970831,    36,  1,      7,19970914,0000, 73.4500,-126.5967,  194,     43.6,  -1.3575,  31.6201,2,    6.910,2,    3.200,2,    0.350,2,   11.870,2,   2088.1,2,   2218.8, 3,     1181,  -1.3583
  18SN19970831,    36,  1,      6,19970914,0000, 73.4500,-126.5967,  194,     48.6,  -1.2900,  31.7911,2,    6.780,2,    3.020,2,    0.290,2,   11.880,2,   2104.7,2,   2211.9, 2,     1182,  -1.2909
  18SN19970831,    36,  1,      5,19970914,0000, 73.4500,-126.5967,  194,     59.3,  -1.2645,  32.0807,2,    5.200,2,    2.600,2,    0.140,2, -999.000,9,   2143.1,2,   2228.5, 2,     1183,  -1.2657
  18SN19970831,    36,  1,      4,19970914,0000, 73.4500,-126.5967,  194,     69.1,  -1.3125,  32.4422,2,    4.810,2,    2.380,2,    0.160,2,   10.450,2,   2171.3,2,   2228.2, 2,     1184,  -1.3139
  18SN19970831,    36,  1,      3,19970914,0000, 73.4500,-126.5967,  194,     78.7,  -1.3565,  32.5773,2,    4.520,2,    2.190,2,    0.100,2,   10.610,2,   2185.7,2,   2237.5, 2,     1185,  -1.3581
  18SN19970831,    36,  1,      2,19970914,0000, 73.4500,-126.5967,  194,     89.2,  -1.3960,  32.7375,2,    4.230,2,    2.060,2,    0.130,2,   10.010,2,   2208.0,2,   2240.6, 2,     1186,  -1.3978
  18SN19970831,    36,  1,      1,19970914,0000, 73.4500,-126.5967,  194,     99.2,  -1.4045,  32.8423,2,    4.260,2,    2.050,2,    0.070,2,   11.950,3,   2217.0,2,   2253.1, 2,     1187,  -1.4065
  18SN19970831,    37,  1,      9,19970914,0000, 74.1517,-125.9083,  373,      3.1,  -1.5395,  29.3074,2,    7.220,2,    3.490,2,    0.410,2,   12.570,2,   1935.0,2,   2060.2, 2,     1188,  -1.5395
  18SN19970831,    37,  1,      8,19970914,0000, 74.1517,-125.9083,  373,     12.2,  -1.4195,  29.4570,2,    7.260,2,    3.820,2,    0.420,2,   12.530,2,   1937.4,2,   2059.9, 2,     1189,  -1.4197
  18SN19970831,    37,  1,      7,19970914,0000, 74.1517,-125.9083,  373,     22.3,  -0.7150,  30.6675,2,    7.090,2,    3.360,2,    0.380,2,   11.770,2,   2027.5,2,   2168.0, 2,     1190,  -0.7155
  18SN19970831,    37,  1,      6,19970914,0000, 74.1517,-125.9083,  373,     32.5,  -0.8715,  31.3211,2,    7.060,2,    3.540,2,    0.390,2,   12.180,2,   2057.7,2,   2197.9, 2,     1191,  -0.8722
  18SN19970831,    37,  1,      5,19970914,0000, 74.1517,-125.9083,  373,     42.6,  -1.2570,  31.5622,2,    7.040,2,    3.460,2,    0.400,2,   11.600,2,   2074.0,2,   2218.1, 2,     1192,  -1.2578
  18SN19970831,    37,  1,      4,19970914,0000, 74.1517,-125.9083,  373,     52.7,  -1.2315,  31.7266,2,    6.360,2,    3.250,2,    0.340,2,   11.280,2,   2096.3,2,   2246.3, 3,     1193,  -1.2325
  18SN19970831,    37,  1,      3,19970914,0000, 74.1517,-125.9083,  373,     62.6,  -1.2695,  31.8823,2,    6.380,2,    3.040,2,    0.310,2,   11.880,2,   2110.5,2,   2229.3, 2,     1194,  -1.2707
  18SN19970831,    37,  1,      2,19970914,0000, 74.1517,-125.9083,  373,     73.0,  -1.2715,  32.0091,2,    5.610,2,    2.940,2,    0.280,2,   11.550,2,   2133.5,2,   2253.4, 3,     1195,  -1.2729
  18SN19970831,    37,  1,      1,19970914,0000, 74.1517,-125.9083,  373,     83.0,  -1.2760,  32.0721,2,    5.460,2,    2.750,2,    0.260,2,   11.020,2,   2159.7,2,   2284.1, 4,     1196,  -1.2777
  18SN19970831,    38,  1,      8,19970916,0000, 70.9417,-133.6933,  768,     10.9,   9.5000,  27.3200,2,    6.300,2,    3.440,2,    0.200,3,   10.650,2,   1957.0,2,   2064.2, 2,     1197,   9.4989
  18SN19970831,    38,  1,      7,19970916,0000, 70.9417,-133.6933,  768,     17.1,  12.0500,  28.9500,2,    6.415,2,    3.155,2,    0.265,2,    9.250,2,   2014.7,2,   2152.1, 3,     1198,  12.0479
  18SN19970831,    38,  1,      6,19970916,0000, 70.9417,-133.6933,  768,     40.5,  10.6667,  31.8700,2,    6.680,2,    3.200,2,    0.270,2,    9.540,2,   2156.8,2,   2249.0, 4,     1199,  10.6620
  18SN19970831,    38,  1,      5,19970916,0000, 70.9417,-133.6933,  768,     47.2,   9.5000,  32.1200,2,    5.790,2,    2.810,2,    0.240,2, -999.000,9,   2204.2,3,   2243.4, 2,     1200,   9.4949
  18SN19970831,    38,  1,      4,19970916,0000, 70.9417,-133.6933,  768,     52.2,   9.3000,  32.1600,2,    6.030,2,    2.850,2,    0.230,2,   10.000,2,   2207.6,3,   2251.5, 3,     1201,   9.2945
  18SN19970831,    38,  1,      3,19970916,0000, 70.9417,-133.6933,  768,     58.8,   8.3000,  32.4300,2,    5.390,2,    2.720,2,    0.230,2, -999.000,9,   2211.2,3,   2241.4, 2,     1202,   8.2942
  18SN19970831,    38,  1,      2,19970916,0000, 70.9417,-133.6933,  768,     61.7,   9.5000,  32.4500,2,    5.540,2,    2.560,2,    0.190,2,   10.320,2,   2206.8,3,   2245.2, 2,     1203,   9.4934
  18SN19970831,    38,  1,      1,19970916,0000, 70.9417,-133.6933,  768,     74.1,   7.1000,  32.6000,2,    4.930,2,    2.590,2,    0.210,2,   11.430,3,   2194.6,2,   2255.6, 2,     1204,   7.0933
  18SN19970831,    42,  1,     10,19970916,0000, 70.9167,-133.0767,  686,      9.9,   8.3000,  28.7900,2,    6.710,2,    3.310,2,    0.270,2,    8.490,3,   2015.2,2,   2140.7, 2,     1217,   8.2991
  18SN19970831,    42,  1,      9,19970916,0000, 70.9167,-133.0767,  686,     14.5,   7.3000,  28.8300,2,    6.880,2,    3.210,2,    0.280,2,    9.000,3,   2021.9,2,   2152.4, 2,     1218,   7.2988
  18SN19970831,    42,  1,      8,19970916,0000, 70.9167,-133.0767,  686,     19.5,   8.4000,  30.9500,2,    6.860,2,    3.310,2,    0.320,2,   10.850,2,   2054.8,2,   2191.1, 2,     1219,   8.3981
  18SN19970831,    42,  1,      7,19970916,0000, 70.9167,-133.0767,  686,     30.1,   8.1000,  31.5700,2,    6.840,2,    3.280,2,    0.290,2,   10.140,2,   2100.3,2,   2225.0, 2,     1220,   8.0971
  18SN19970831,    42,  1,      6,19970916,0000, 70.9167,-133.0767,  686,     39.6,   8.3000,  32.1000,2,    6.010,2,    2.910,2,    0.260,2,   10.090,2,   2184.8,2,   2239.7, 2,     1221,   8.2961
  18SN19970831,    42,  1,      5,19970916,0000, 70.9167,-133.0767,  686,     49.6,   7.3000,  32.4500,2,    5.920,2,    2.530,2,    0.170,2,   10.270,2,   2197.0,2,   2247.2, 2,     1222,   7.2955
  18SN19970831,    42,  1,      4,19970916,0000, 70.9167,-133.0767,  686,     59.4,   8.1000,  32.7500,2,    5.230,2,    2.500,2,    0.210,2,   10.780,2,   2200.6,2,   2248.8, 2,     1223,   8.0942
  18SN19970831,    42,  1,      3,19970916,0000, 70.9167,-133.0767,  686,     69.5,   7.9000,  32.9100,2,    4.930,2,    2.280,2,    0.150,2,    9.860,2,   2201.8,2,   2255.5, 2,     1224,   7.8933
  18SN19970831,    42,  1,      2,19970916,0000, 70.9167,-133.0767,  686,     81.6,   7.9000,  33.0200,2,    4.650,2,    2.290,2,    0.180,2,    9.920,2,   2204.8,2,   2247.7, 3,     1225,   7.8921
  18SN19970831,    42,  1,      1,19970916,0000, 70.9167,-133.0767,  686,     88.5,   7.5000,  33.0300,2,    4.630,2,    2.160,2,    0.140,2,    9.700,2,   2207.6,2,   2253.1, 2,     1226,   7.4917
  18SN19970831,    47,  1,     23,19970916,0000, 71.1500,-133.9833, 1551,      3.3,   7.9000,  27.7600,2,    6.610,2,    3.200,2,    0.280,2,    7.610,4,   1957.9,2,   2064.7, 2,     1227,   7.8997
  18SN19970831,    47,  1,     22,19970916,0000, 71.1500,-133.9833, 1551,     11.7,   8.6000,  27.7900,2,    6.320,2,    3.320,2,    0.290,2,    7.480,4,   1957.5,2,   2070.4, 3,     1228,   8.5989
  18SN19970831,    47,  1,     21,19970916,0000, 71.1500,-133.9833, 1551,     22.1,   7.1000,  30.0200,2, -999.000,9,    3.430,2,    0.340,2,   10.040,2,   2003.6,2,   2121.6, 2,     1229,   7.0981
  18SN19970831,    47,  1,     20,19970916,0000, 71.1500,-133.9833, 1551,     41.6,   8.3000,  31.5800,2,    6.650,2,    3.360,2,    0.320,2,   10.700,2,   2085.2,2,   2217.8, 2,     1230,   8.2960
  18SN19970831,    47,  1,     19,19970916,0000, 71.1500,-133.9833, 1551,     61.4,   7.1000,  32.0100,2,    6.330,2,    2.860,2,    0.230,2,   10.220,2,   2127.2,2,   2210.2, 3,     1231,   7.0945
  18SN19970831,    47,  1,     18,19970916,0000, 71.1500,-133.9833, 1551,     81.1,   7.5000,  32.3900,2,    4.890,2,    2.540,2,    0.150,2,   10.510,2,   2164.4,2,   2224.0, 2,     1232,   7.4925
  18SN19970831,    47,  1,     17,19970916,0000, 71.1500,-133.9833, 1551,     95.1,   7.9000,  32.6200,2,    5.070,2,    2.400,2,    0.160,2,    9.250,2,   2188.7,2,   2247.4, 2,     1233,   7.8909
  18SN19970831,    47,  1,     16,19970916,0000, 71.1500,-133.9833, 1551,    114.2,   7.9000,  32.8500,2,    4.340,2,    2.100,2,    0.140,2,    8.400,3,   2197.8,2,   2254.4, 2,     1234,   7.8890
  18SN19970831,    47,  1,     15,19970916,0000, 71.1500,-133.9833, 1551,    138.2,   7.5000,  33.1800,2,    4.390,2,    2.060,2,    0.140,2,    8.930,2,   2206.9,2,   2257.8, 2,     1235,   7.4870
  18SN19970831,    47,  1,     14,19970916,0000, 71.1500,-133.9833, 1551,    153.9,   8.1000,  33.5900,2,    4.090,2,    1.880,2,    0.120,2,    8.330,2,   2214.4,2,   2272.1, 3,     1236,   8.0847
  18SN19970831,    47,  1,     13,19970916,0000, 71.1500,-133.9833, 1551,    179.5,   8.1000,  34.0200,2,    3.990,2,    1.740,2,    0.140,2,    7.910,2,   2198.9,2,   2275.4, 3,     1237,   8.0820
  18SN19970831,    47,  1,     12,19970916,0000, 71.1500,-133.9833, 1551,    202.0,   8.1000,  34.3500,2,    3.650,2,    1.760,2,    0.150,2,    6.280,2,   2185.0,2,   2277.6, 3,     1238,   8.0796
  18SN19970831,    47,  1,     11,19970916,0000, 71.1500,-133.9833, 1551,    229.4,   8.3000,  34.5500,2,    3.720,2,    1.670,2,    0.160,3,    6.140,2,   2173.5,2,   2275.1, 2,     1239,   8.2764
  18SN19970831,    47,  1,     10,19970916,0000, 71.1500,-133.9833, 1551,    253.8,   7.5000,  34.6400,2,    3.670,2,    1.650,2,    0.110,2,    5.880,2,   2168.3,2,   2272.8, 2,     1240,   7.4753
  18SN19970831,    47,  1,      9,19970916,0000, 71.1500,-133.9833, 1551,    282.0,   8.1000,  34.7300,2,    4.040,3,    1.760,2,    0.090,2,    6.780,3,   2158.6,3,   2281.0, 3,     1241,   8.0712
  18SN19970831,    47,  1,      8,19970916,0000, 71.1500,-133.9833, 1551,    305.3,   8.3000,  34.7500,2,    3.820,2,    1.870,2,    0.100,2,    5.620,2,   2159.0,3,   2274.6, 2,     1242,   8.2683
  18SN19970831,    47,  1,      7,19970916,0000, 71.1500,-133.9833, 1551,    328.5,   8.1000,  34.7700,2,    3.870,2,    1.810,2,    0.080,2,    6.320,2,   2158.8,3,   2275.6, 2,     1243,   8.0663
  18SN19970831,    47,  1,      6,19970916,0000, 71.1500,-133.9833, 1551,    354.7,   8.3000,  34.8000,2,    3.550,2,    1.800,2,    0.100,2,    6.220,2,   2151.8,3,   2279.7, 2,     1244,   8.2630
  18SN19970831,    47,  1,      5,19970916,0000, 71.1500,-133.9833, 1551,    379.7,   8.3000,  34.8100,2,    3.560,2,    1.810,2,    0.070,2,    6.470,2,   2153.3,3,   2280.9, 2,     1245,   8.2604
  18SN19970831,    47,  1,      4,19970916,0000, 71.1500,-133.9833, 1551,    404.7,   7.7000,  34.8200,2,    3.540,2,    1.680,2,    0.080,2,    5.100,2,   2155.1,3,   2282.4, 2,     1246,   7.6595
  18SN19970831,    47,  1,      3,19970916,0000, 71.1500,-133.9833, 1551,    454.9,   8.3000,  34.8400,2,    3.440,2,    1.510,2,    0.070,2,    5.810,2,   2151.7,3,   2285.3, 2,     1247,   8.2523
  18SN19970831,    47,  1,      2,19970916,0000, 71.1500,-133.9833, 1551,    506.3,   8.3000,  34.8600,2,    2.990,2,    1.350,2,    0.080,2,    5.410,2,   2152.6,3,   2280.5, 3,     1248,   8.2467
  18SN19970831,    47,  1,      1,19970916,0000, 71.1500,-133.9833, 1551,    531.8,   9.1000,  34.8600,2,    3.210,2,    1.540,2,    0.040,2,    5.090,2,   2163.7,2,   2285.0, 2,     1249,   9.0408
END_DATA
