BOTTLE,20150522PRINUNIVRMK
  58GS20130717,   75N,316,1,3,2,20130723,2201,75,1,3711,2248,-0.696,34.917,2,276.9,2,11.23,2,14.92,2,0.01,2,1.07,2,2162.2,2,2303.6,2,-999,9,-999,1.03,2
  58GS20130717,   75N,316,1,4,2,20130723,2201,75,1,3711,1998,-0.639,34.914,2,284,2,9.92,2,14.41,2,0.01,2,1.01,2,2164.9,2,2303.9,2,-999,9,-999,0.95,2
  58GS20130717,   75N,316,1,5,2,20130723,2201,75,1,3711,1750,-0.607,34.911,2,299.5,2,7.93,2,13.57,2,0.02,2,0.98,2,2163.4,2,2299.8,2,-999,9,-999,0.89,2
  58GS20130717,   75N,316,1,6,2,20130723,2201,75,1,3711,1746,-0.607,34.911,2,299.8,2,7.92,2,13.58,2,0.02,2,0.96,2,2167,2,2300.1,2,-999,9,-999,0.86,2
  58GS20130717,   75N,316,1,7,2,20130723,2201,75,1,3711,1498,-0.555,34.914,2,306.4,2,7.01,2,13.05,2,0.02,2,0.94,2,2170.3,2,2298.6,2,-999,9,-999,0.79,2
  58GS20130717,   75N,316,1,8,2,20130723,2201,75,1,3711,998,-0.515,34.917,2,307.9,2,6.75,2,12.62,2,0.01,2,0.91,2,2166.5,2,2300.3,2,-999,9,-999,0.78,2
  58GS20130717,   75N,317,1,1,2,20130724,31,75,1,3276,700,-0.489,34.917,2,307,2,6.64,2,12.66,2,0.02,2,0.97,2,2169.4,2,2301.1,2,-999,9,-999,0.78,2
  58GS20130717,   75N,317,1,2,2,20130724,31,75,1,3276,498,-0.418,34.92,2,305.6,2,6.64,2,12.7,2,0.02,2,0.95,2,2169,2,2299.6,2,-999,9,-999,0.76,2
  58GS20130717,   75N,317,1,3,2,20130724,31,75,1,3276,348,-0.372,34.921,2,305,2,6.63,2,12.56,2,0.03,2,0.96,2,2171,2,2301.4,2,-999,9,-999,0.76,2
  58GS20130717,   75N,317,1,4,2,20130724,31,75,1,3276,250,-0.351,34.918,2,305,2,6.56,2,12.36,2,0.02,2,0.93,2,-3.7,4,2300.6,2,-999,9,-999,0.75,2
  58GS20130717,   75N,317,1,4,2,20130724,31,75,1,3276,250,-0.351,34.918,2,305,2,-999,9,-999,9,-999,2,-999,9,2168.3,2,2300.5,2,-999,9,-999,-999,2
  58GS20130717,   75N,317,1,5,2,20130724,31,75,1,3276,246,-0.346,34.918,2,304.3,2,6.59,2,12.36,2,0.03,2,0.96,2,2169.7,2,2300,2,-999,9,-999,0.81,2
  58GS20130717,   75N,317,1,6,2,20130724,31,75,1,3276,173,-0.265,34.919,2,305.2,2,6.41,2,12.22,2,0.02,2,0.94,2,2167.4,2,2299.2,2,-999,9,-999,0.75,2
  58GS20130717,   75N,317,1,7,2,20130724,31,75,1,3276,123,-0.129,34.921,2,307.1,2,6.19,2,12.08,2,0.05,2,0.94,2,2166.8,2,2300.7,2,-999,9,-999,0.75,2
  58GS20130717,   75N,317,1,8,2,20130724,31,75,1,3276,88,0.148,34.927,2,309.4,2,5.82,2,11.36,2,0.2,2,0.92,2,2165.5,2,2303.3,2,-999,9,-999,0.79,2
  58GS20130717,   75N,317,1,9,2,20130724,31,75,1,3276,58,0.52,34.922,2,320.3,2,4.92,2,10.01,2,0.12,2,0.87,2,2163.1,2,2306.9,2,-999,9,-999,0.83,2
  58GS20130717,   75N,317,1,10,2,20130724,31,75,1,3276,18,5.813,34.888,2,297.3,2,1.31,2,3.28,2,0.09,2,0.41,2,2109.3,2,2307.5,2,-999,9,-999,1.54,2
  58GS20130717,   75N,317,1,11,2,20130724,31,75,1,3276,4,6.037,34.882,2,296.5,2,1.34,2,3.02,2,0.09,2,0.4,2,2106.7,2,-999,9,-999,9,-999,1.55,2
  58GS20130717,   75N,319,1,1,2,20130724,509,75,2,2709,2699,-0.777,34.92,2,273.8,2,12.62,2,15.08,2,0.01,2,1.11,2,2160.1,2,2302.5,2,-51.9,2,1.9,1.08,2
  58GS20130717,   75N,319,1,2,2,20130724,509,75,2,2709,2500,-0.783,34.92,2,274.3,2,12.55,2,15.08,2,0.03,2,1.09,2,2161,2,2303,2,-57.2,2,2.2,1.09,2
  58GS20130717,   75N,319,1,3,2,20130724,509,75,2,2709,2496,-0.783,34.92,2,273.6,2,12.52,2,15.07,2,0.01,2,1.08,2,2159.5,2,2302.7,2,-56.1,2,2,1.04,2
  58GS20130717,   75N,319,1,4,2,20130724,509,75,2,2709,1998,-0.738,34.917,2,275.9,2,11.62,2,14.9,2,0.01,2,1.05,2,2162.3,2,2300.8,2,-45.6,2,1.9,1.05,2
  58GS20130717,   75N,319,1,5,2,20130724,509,75,2,2709,1748,-0.673,34.915,2,280.8,2,10.51,2,14.44,2,0.01,2,0.99,2,2162,2,2300.8,2,-37.5,2,2,0.95,2
  58GS20130717,   75N,319,1,6,2,20130724,509,75,2,2709,1198,-0.549,34.915,2,306.6,2,6.83,2,12.93,2,0.01,2,0.93,2,2160.8,3,2300.3,2,10.6,2,2.3,0.81,2
  58GS20130717,   75N,319,1,7,2,20130724,509,75,2,2709,848,-0.507,34.916,2,307.2,2,6.79,2,12.62,2,0.03,2,0.93,2,2168,2,2300.1,2,14.2,2,2.1,0.79,2
  58GS20130717,   75N,319,1,8,2,20130724,509,75,2,2709,548,-0.409,34.918,2,304.2,2,7.05,2,12.46,2,0.02,2,0.92,2,2168.4,2,2299.7,2,17,2,2.1,0.76,2
  58GS20130717,   75N,320,1,1,2,20130724,717,75,2,2556,449,-0.341,34.919,2,304.3,2,6.79,2,12.84,2,0.02,2,0.95,2,2167.9,2,2302,2,17.4,2,2,0.78,2
  58GS20130717,   75N,320,1,2,2,20130724,717,75,2,2556,350,-0.26,34.918,2,303.7,2,6.76,2,12.75,2,0.03,2,0.94,2,2168,2,2303.2,2,15.5,2,2.2,0.75,2
  58GS20130717,   75N,320,1,3,2,20130724,717,75,2,2556,346,-0.259,34.921,2,304,2,6.75,2,12.73,2,0.02,2,0.93,2,2170.3,2,2301.3,2,17.4,2,2.4,0.7,2
  58GS20130717,   75N,320,1,4,2,20130724,717,75,2,2556,248,-0.169,34.92,2,305.3,2,6.52,2,12.61,2,0.03,2,0.93,2,2167.7,2,2302.7,2,20.6,2,2.2,0.75,2
  58GS20130717,   75N,320,1,5,2,20130724,717,75,2,2556,173,0.186,34.935,2,302.1,2,6.39,2,12.63,2,0.03,2,0.92,2,2169,2,2302.4,2,22.6,2,2.2,0.71,2
  58GS20130717,   75N,320,1,6,2,20130724,717,75,2,2556,98,0.921,34.962,2,301.8,2,5.86,2,12.19,2,0.18,2,0.9,2,2165.5,2,2303.9,2,22.4,2,2.4,0.67,2
  58GS20130717,   75N,320,1,7,2,20130724,717,75,2,2556,73,1.683,35.01,2,298.2,2,5.71,2,12.23,2,0.14,2,0.9,2,2163.1,2,2305.8,2,29.3,2,2.1,0.66,2
  58GS20130717,   75N,320,1,8,2,20130724,717,75,2,2556,48,2.309,35.04,2,297.3,2,5.38,2,11.31,2,0.41,2,0.86,2,2159.3,2,2309,2,32.5,2,2.1,0.63,2
  58GS20130717,   75N,320,1,9,2,20130724,717,75,2,2556,33,3.347,35.016,2,310.9,2,3.78,2,8.66,2,0.21,2,0.75,2,2147.3,2,2310.7,2,24.1,2,2.8,0.9,2
  58GS20130717,   75N,320,1,10,2,20130724,717,75,2,2556,4,6.095,34.931,2,297.5,2,1.74,2,3.4,2,0.09,2,0.38,2,2108.8,2,2308.3,2,24.9,2,2.5,1.47,2
  58GS20130717,   75N,322,1,1,2,20130724,1055,75,3,2824,2500,-0.783,34.919,2,273.7,2,12.72,2,14.84,2,0.02,2,1.11,2,2162.2,2,2303.9,2,-48.6,2,1.9,0.98,2
  58GS20130717,   75N,322,1,2,2,20130724,1055,75,3,2824,1998,-0.73,34.917,2,276.3,2,11.66,2,14.56,2,0.01,2,1.08,2,2163,2,2302.7,2,-45.6,2,2.6,0.99,2
  58GS20130717,   75N,322,1,3,2,20130724,1055,75,3,2824,1498,-0.621,34.911,2,298.2,2,8.14,2,13.21,2,0.01,2,1.01,2,2166.4,2,2301.4,2,2.3,2,2.5,0.78,2
  58GS20130717,   75N,322,1,4,2,20130724,1055,75,3,2824,1000,-0.536,34.915,2,306.8,2,6.99,2,12.71,2,0.02,2,0.96,2,2169.8,2,2302.3,2,13.6,2,2.7,0.74,2
  58GS20130717,   75N,322,1,5,2,20130724,1055,75,3,2824,996,-0.537,34.915,2,306.4,2,6.99,2,12.74,2,0.02,2,0.97,2,2169.1,2,2301.8,2,12.2,2,2.1,0.76,2
  58GS20130717,   75N,322,1,6,2,20130724,1055,75,3,2824,798,-0.505,34.915,2,306.5,2,7.04,2,12.68,2,0.02,2,0.95,2,2169.4,2,2300.3,2,7.9,2,2.2,0.75,2
  58GS20130717,   75N,322,1,7,2,20130724,1055,75,3,2824,498,-0.38,34.916,2,302.5,2,7.15,2,12.77,2,0.02,2,0.96,2,2166.8,2,2300.4,2,19.4,2,2.4,0.73,2
  58GS20130717,   75N,322,1,8,2,20130724,1055,75,3,2824,298,-0.209,34.917,2,303.4,2,6.89,2,12.61,2,0.02,2,0.96,2,2167.2,2,2300.5,2,9.7,2,2.5,0.73,2
  58GS20130717,   75N,322,1,9,2,20130724,1055,75,3,2824,98,0.863,34.954,2,296.6,2,6.21,2,12.53,2,0.08,2,0.93,2,2166.6,2,2303.8,2,26.3,2,2.2,0.71,2
  58GS20130717,   75N,322,1,10,2,20130724,1055,75,3,2824,48,2.608,35.036,2,296.9,2,5.18,2,11.15,2,0.2,2,0.87,2,2160.2,2,2308.5,2,26.6,2,2.3,0.68,2
  58GS20130717,   75N,322,1,11,2,20130724,1055,75,3,2824,28,4.63,35.013,2,311.1,2,3.88,2,7.08,2,0.19,2,0.67,2,2139.1,2,2313.3,2,32.3,2,2.2,1,2
  58GS20130717,   75N,322,1,12,2,20130724,1055,75,3,2824,4,6.727,35.02,2,293.3,2,3.19,2,3.34,2,0.07,2,0.38,2,2107,2,2314.7,2,23.7,2,2.3,1.38,2
  58GS20130717,   75N,324,1,1,2,20130724,1618,75,4,3049,3001,-0.763,34.919,2,275.1,2,12.88,2,14.77,2,0.01,2,1.12,2,2163.4,2,2302.3,2,-54,2,2.2,1,2
  58GS20130717,   75N,324,1,2,2,20130724,1618,75,4,3049,2248,-0.771,34.919,2,275.4,2,12.38,2,14.74,2,0.02,2,1.11,2,2156.8,3,2304.4,2,-44.6,2,2.2,1.04,2
  58GS20130717,   75N,324,1,3,2,20130724,1618,75,4,3049,1998,-0.722,34.918,2,277.2,2,11.6,2,14.5,2,0.01,2,1.08,2,2164.7,2,2303.3,2,-40.3,2,2.1,1.06,2
  58GS20130717,   75N,324,1,4,2,20130724,1618,75,4,3049,1748,-0.651,34.914,2,283.8,2,10.17,2,14,2,0.02,2,1.06,2,2162.9,2,2302.6,2,-16.7,2,2.2,0.96,2
  58GS20130717,   75N,324,1,5,2,20130724,1618,75,4,3049,1500,-0.612,34.911,2,300.9,2,7.82,2,13.08,2,0.02,2,0.99,2,2167.8,2,2300.9,2,-4.2,2,2.2,0.89,2
  58GS20130717,   75N,324,1,6,2,20130724,1618,75,4,3049,1496,-0.611,34.911,2,301.5,2,7.84,2,13.12,2,0.02,2,0.99,2,2167.7,2,2300,2,-999,9,-999,0.89,2
  58GS20130717,   75N,324,1,7,2,20130724,1618,75,4,3049,998,-0.532,34.914,2,305.3,2,7.1,2,12.73,2,0.01,2,0.95,2,2170.5,2,2301,2,1.2,2,2.4,0.82,2
  58GS20130717,   75N,324,1,8,2,20130724,1618,75,4,3049,698,-0.434,34.916,2,303.7,2,7.12,2,12.72,2,0.02,2,0.94,2,2168,2,2301.1,2,4.4,2,2.2,0.8,2
  58GS20130717,   75N,325,1,1,2,20130724,1838,75,4,3049,501,-0.342,34.917,2,303.2,2,6.74,2,13.06,2,0.02,2,1,2,2168.6,2,2301.9,2,10.9,2,2.2,0.79,2
  58GS20130717,   75N,325,1,2,2,20130724,1838,75,4,3049,348,-0.226,34.915,2,304.7,2,6.56,2,13.01,2,0.08,2,0.93,2,2168.4,2,2301.2,2,24.8,2,3.1,0.78,2
  58GS20130717,   75N,325,1,3,2,20130724,1838,75,4,3049,248,-0.017,34.921,2,302.6,2,6.48,2,12.91,2,0.04,2,0.92,2,2168.4,2,2302.5,2,21.9,2,2.3,0.79,2
  58GS20130717,   75N,325,1,4,2,20130724,1838,75,4,3049,175,0.409,34.935,2,302.1,2,6.26,2,12.86,2,0.15,2,0.93,2,2166.7,2,2302.9,2,23.8,2,2.6,0.73,2
  58GS20130717,   75N,325,1,5,2,20130724,1838,75,4,3049,171,0.433,34.935,2,302.2,2,6.18,2,13.01,2,0.15,2,0.94,2,2166.1,2,2301.5,2,17.4,2,3.9,0.75,2
  58GS20130717,   75N,325,1,6,2,20130724,1838,75,4,3049,123,1.128,34.965,2,295.9,2,5.94,2,12.64,2,0.13,2,0.91,2,2169.1,2,2305.8,2,10.9,2,2.2,0.76,2
  58GS20130717,   75N,325,1,7,2,20130724,1838,75,4,3049,88,2.086,35.013,2,297.4,2,5.46,2,12.18,2,0.19,2,0.89,2,2165.7,2,2306.9,2,9.2,2,2.2,0.79,2
  58GS20130717,   75N,325,1,8,2,20130724,1838,75,4,3049,58,3.033,35.066,2,290.4,2,5.24,2,11.99,2,0.21,2,0.86,2,2161.4,2,2309.7,2,25.9,2,2.8,0.66,2
  58GS20130717,   75N,325,1,9,2,20130724,1838,75,4,3049,18,6.603,34.975,2,292.1,2,3.12,2,4.63,2,0.1,2,0.49,2,2123.8,2,2314.2,2,19.4,2,3,1.36,2
  58GS20130717,   75N,325,1,10,2,20130724,1838,75,4,3049,5,6.782,34.98,2,291.8,2,2.8,2,3.59,2,0.11,2,0.42,2,2113.5,2,2312.6,2,24.4,2,2.3,1.46,2
  58GS20130717,   75N,327,1,1,2,20130724,2330,75,5,3072,3000,-0.762,34.919,2,274.5,2,12.67,2,15.14,2,0.01,2,1.12,2,2160.6,2,2303.5,2,-46,2,2.1,1.12,2
  58GS20130717,   75N,327,1,2,2,20130724,2330,75,5,3072,2498,-0.781,34.919,2,274.9,2,12.43,2,15.12,2,0.01,2,1.12,2,2162.3,2,2304.7,2,-40.1,2,2.3,1.08,2
  58GS20130717,   75N,327,1,3,2,20130724,2330,75,5,3072,1999,-0.736,34.917,2,276.8,2,11.63,2,14.93,2,0.02,2,1.1,2,1536.8,4,2305.4,3,-42.4,2,2.2,1.06,2
  58GS20130717,   75N,327,1,3,2,20130724,2330,75,5,3072,1999,-0.736,35.917,4,276.8,2,-999,9,-999,9,-999,2,-999,9,2162.5,2,2301.7,2,-999,9,-999,-999,2
  58GS20130717,   75N,327,1,4,2,20130724,2330,75,5,3072,1000,-0.505,34.912,2,297.5,2,8.95,4,14.04,2,0.07,2,1.03,2,2168.2,2,2302.1,2,2.4,2,2.7,0.97,2
  58GS20130717,   75N,327,1,5,2,20130724,2330,75,5,3072,1499,-0.625,34.912,2,296.7,2,7.78,2,13.75,2,0.07,2,1,2,2165.3,2,2304.8,2,-11.2,2,2.1,0.86,2
  58GS20130717,   75N,327,1,6,2,20130724,2330,75,5,3072,996,-0.503,34.912,2,299.1,2,7.72,2,13.49,2,0.03,2,1.03,2,2167.4,2,2301,2,4.3,2,2.1,0.86,2
  58GS20130717,   75N,327,1,7,2,20130724,2330,75,5,3072,798,-0.394,34.916,2,301.4,2,7.29,2,13.25,2,0.03,2,0.97,2,2171.4,2,2303,2,4.4,2,2.1,0.89,2
  58GS20130717,   75N,327,1,8,2,20130724,2330,75,5,3072,498,-0.158,34.919,2,298,2,6.71,2,12.55,2,0.02,2,0.94,2,2172.4,2,-999,9,12.3,2,2.1,0.85,2
  58GS20130717,   75N,328,1,1,2,20130725,143,75,5,3072,399,0.013,34.918,2,296.5,2,6.63,2,13.13,2,0.02,2,0.96,2,2171.1,2,2301.6,2,12.7,2,2.1,0.86,2
  58GS20130717,   75N,328,1,2,2,20130725,143,75,5,3072,198,1.801,35.016,2,288,2,5.56,2,12.45,2,0.07,2,0.91,2,2166.7,2,2307.9,2,24.5,2,2.1,0.8,2
  58GS20130717,   75N,328,1,3,2,20130725,143,75,5,3072,150,2.207,35.025,2,290.1,2,5.56,2,12.87,2,0.04,2,0.93,2,2165.3,2,2309.1,2,25.3,2,2.2,0.69,2
  58GS20130717,   75N,328,1,4,2,20130725,143,75,5,3072,146,2.348,35.035,2,286.5,2,5.49,2,12.72,2,0.1,2,0.93,2,2168,2,2308.2,2,32.4,2,2.1,0.72,2
  58GS20130717,   75N,328,1,5,2,20130725,143,75,5,3072,98,3.231,35.087,2,285.3,2,5.21,2,12.41,2,0.07,2,0.9,2,2163.4,2,2312.8,2,27.4,2,2.2,0.71,2
  58GS20130717,   75N,328,1,6,2,20130725,143,75,5,3072,73,3.662,35.105,2,282.4,2,5.14,2,12.28,2,0.15,2,0.88,2,2162.2,2,2313.8,2,26.5,2,3.1,0.71,2
  58GS20130717,   75N,328,1,7,2,20130725,143,75,5,3072,48,4.376,35.124,2,289.9,2,5.04,2,11.49,2,0.52,2,0.84,2,2159.3,2,2316,2,26.7,2,2.3,0.73,2
  58GS20130717,   75N,328,1,8,2,20130725,143,75,5,3072,28,6.557,35.033,2,293,2,3.57,2,4.22,2,0.08,2,0.41,2,2118.2,2,2315,2,28.9,2,2.1,1.43,2
  58GS20130717,   75N,328,1,9,2,20130725,143,75,5,3072,18,6.848,35.042,2,289.4,2,3.44,2,3.92,2,0.07,2,0.4,2,2115.6,2,2316.6,2,38.7,2,2.3,1.46,2
  58GS20130717,   75N,328,1,10,2,20130725,143,75,5,3072,4,6.982,35.041,2,-999,9,3.42,2,3.82,2,0.08,2,0.41,2,2117.3,2,2315,2,31.7,2,2.1,1.44,2
  58GS20130717,   75N,331,1,1,2,20130725,812,75,6,3159,2802,-0.752,34.92,2,273.7,2,12.55,2,15.18,2,0.04,2,1.1,2,2162.6,2,2304.3,2,-46.4,2,2.1,1.13,2
  58GS20130717,   75N,331,1,2,2,20130725,812,75,6,3159,2498,-0.758,34.919,2,275,2,12.41,2,15.23,2,0.1,2,1.1,2,2162.5,2,2303.9,2,-50.5,2,2.2,1.15,2
  58GS20130717,   75N,331,1,3,2,20130725,812,75,6,3159,2000,-0.743,34.917,2,277,2,11.79,2,14.96,2,0.03,2,1.08,2,2164.6,2,2302.2,2,-45,2,2.7,1.12,2
  58GS20130717,   75N,331,1,4,2,20130725,812,75,6,3159,1996,-0.743,34.917,2,276.7,2,11.78,2,14.89,2,0.02,2,1.08,2,2163.5,2,2303.8,2,-999,9,-999,1.1,2
  58GS20130717,   75N,331,1,5,2,20130725,812,75,6,3159,1748,-0.69,34.915,2,280.8,2,10.79,2,14.55,2,0.01,2,1.06,2,2166,2,2301.1,2,-36.7,2,3.3,1.13,2
  58GS20130717,   75N,331,1,6,2,20130725,812,75,6,3159,1198,-0.562,34.912,2,301.9,2,7.54,2,13.3,2,0.01,2,0.98,2,2170.6,2,2301,2,7.8,2,2.4,0.92,2
  58GS20130717,   75N,331,1,7,2,20130725,812,75,6,3159,848,-0.371,34.919,2,302,2,7,2,13.07,2,0.01,2,0.96,2,2169.3,2,2301.3,2,14.8,2,2.8,0.88,2
  58GS20130717,   75N,331,1,8,2,20130725,812,75,6,3159,548,-0.12,34.925,2,298.7,2,6.95,2,12.89,2,0.03,2,0.94,2,2171.8,2,2303.6,2,12.6,2,3.3,0.89,2
  58GS20130717,   75N,332,1,1,2,20130725,1016,75,6,3159,449,0.011,34.924,2,295.5,2,6.69,2,12.85,2,0.01,2,1,2,2169.9,2,2302.3,2,12,2,2.5,0.83,2
  58GS20130717,   75N,332,1,2,2,20130725,1016,75,6,3159,348,0.312,34.932,2,294,2,6.42,2,12.91,2,0.02,2,0.97,2,2170,2,2302,2,15.4,2,3.2,0.81,2
  58GS20130717,   75N,332,1,3,2,20130725,1016,75,6,3159,248,1.057,34.964,2,292.5,2,5.96,2,12.71,2,0.02,2,0.96,2,2172.5,2,2302.6,2,20.1,2,3.1,0.81,2
  58GS20130717,   75N,332,1,4,2,20130725,1016,75,6,3159,173,2.13,35.025,2,289.9,2,5.43,2,12.29,2,0.02,2,0.92,2,2166,2,2306.7,2,18.6,2,4.3,0.72,2
  58GS20130717,   75N,332,1,5,2,20130725,1016,75,6,3159,100,3.367,35.087,2,284.5,2,5.14,2,11.98,2,0.08,2,0.88,2,2163.5,2,2310.1,2,33.1,2,2.7,0.73,2
  58GS20130717,   75N,332,1,6,2,20130725,1016,75,6,3159,96,3.429,35.09,2,285.1,2,5.1,2,11.93,2,0.12,2,0.89,2,2161.4,2,2308.9,2,30,2,3.5,0.72,2
  58GS20130717,   75N,332,1,7,2,20130725,1016,75,6,3159,73,3.809,35.11,2,283,2,5.04,2,11.83,2,0.07,2,0.88,2,2161.5,2,2310.5,2,23,2,2.3,0.69,2
  58GS20130717,   75N,332,1,8,2,20130725,1016,75,6,3159,48,4.374,35.126,2,280.3,2,4.89,2,11.41,2,0.26,2,0.85,2,2158,2,2311,2,27.1,2,2.1,0.73,2
  58GS20130717,   75N,332,1,9,2,20130725,1016,75,6,3159,33,6.678,35.051,2,288.4,2,4.61,2,9.94,2,0.19,2,0.73,2,2156,2,2307.3,2,21.9,2,2.2,0.86,2
  58GS20130717,   75N,332,1,10,2,20130725,1016,75,6,3159,5,7.077,35.057,2,287.5,2,3,2,3.09,2,0.07,2,0.4,2,2111.7,2,2311.6,2,27.1,2,2.8,1.45,2
  58GS20130717,   75N,335,1,1,2,20130725,1811,74.5,7,2867,2400,-0.742,34.919,2,275.4,2,11.88,2,14.66,2,0.02,2,1.12,2,2162.4,2,2297.9,2,-999,9,-999,0.97,2
  58GS20130717,   75N,335,1,3,2,20130725,1811,74.5,7,2867,1748,-0.687,34.915,2,281.5,2,10.47,2,14.18,2,0.02,2,1.08,2,2163.7,2,2297.7,2,-999,9,-999,0.91,2
  58GS20130717,   75N,335,1,4,2,20130725,1811,74.5,7,2867,1198,-0.587,34.912,2,300.2,2,7.63,2,13.17,2,0.02,2,0.99,2,2166.4,2,2297.3,2,-999,9,-999,0.79,2
  58GS20130717,   75N,335,1,5,2,20130725,1811,74.5,7,2867,848,-0.473,34.914,2,300.1,2,7.28,2,13.11,2,0.02,2,0.98,2,2165.2,2,2298.5,2,-999,9,-999,0.76,2
  58GS20130717,   75N,335,1,6,2,20130725,1811,74.5,7,2867,548,-0.311,34.913,2,302,2,6.77,2,12.6,2,0.01,2,0.97,2,2168,2,2299.4,2,-999,9,-999,0.75,2
  58GS20130717,   75N,335,1,7,2,20130725,1811,74.5,7,2867,348,-0.109,34.916,2,303.7,2,6.46,2,12.42,2,0.03,2,0.96,2,2169.2,2,2298.3,2,-999,9,-999,0.7,2
  58GS20130717,   75N,335,1,8,2,20130725,1811,74.5,7,2867,248,0.194,34.924,2,296.1,2,6.6,2,12.67,2,0.02,2,0.98,2,2167.8,2,2300.1,2,-999,9,-999,0.72,2
  58GS20130717,   75N,335,1,9,2,20130725,1811,74.5,7,2867,173,0.975,34.953,2,295.5,2,5.96,2,12.43,2,0.08,2,0.96,2,2169.4,2,2299.9,2,-999,9,-999,0.68,2
  58GS20130717,   75N,335,1,10,2,20130725,1811,74.5,7,2867,88,2.276,35.018,2,294.9,2,5.41,2,11.94,2,0.19,2,0.91,2,2165.1,2,2304.9,2,-999,9,-999,0.69,2
  58GS20130717,   75N,335,1,11,2,20130725,1811,74.5,7,2867,58,3.48,35.044,2,301.2,2,4.72,2,10.37,2,0.21,2,0.84,2,2158.1,2,2308.7,2,-999,9,-999,0.75,2
  58GS20130717,   75N,335,1,12,2,20130725,1811,74.5,7,2867,8,7.415,35.014,2,292.4,2,1.52,2,1.89,2,0.09,2,0.35,2,2095.9,2,2314.8,2,-999,9,-999,1.54,2
  58GS20130717,   75N,337,1,1,2,20130725,2314,74.5,8,2519,2441,-0.763,34.918,2,273.9,2,12.39,2,15.1,2,0.01,2,1.1,2,2162.9,2,2304.2,2,-76.3,4,2.1,1.02,2
  58GS20130717,   75N,337,1,2,2,20130725,2314,74.5,8,2519,1998,-0.733,34.916,2,276.5,2,11.58,2,14.94,2,0.01,2,1.08,2,2158.1,3,2303.8,2,-55.5,2,2.8,1.04,2
  58GS20130717,   75N,337,1,3,2,20130725,2314,74.5,8,2519,1498,-0.603,34.911,2,294.6,2,8.34,2,13.79,2,0.02,2,1.03,2,2167.9,2,2299.5,2,-10.3,2,2.3,0.88,2
  58GS20130717,   75N,337,1,3,2,20130725,2314,74.5,8,2519,1498,-0.603,34.911,2,294.6,2,-999,9,-999,9,-999,2,-999,9,2166.6,2,2302.2,2,-999,9,-999,-999,2
  58GS20130717,   75N,337,1,4,2,20130725,2314,74.5,8,2519,998,-0.341,34.916,2,295,2,7.51,2,13.64,2,0.01,2,0.97,2,2168.3,2,2302.1,2,12.9,2,2.2,0.86,2
  58GS20130717,   75N,337,1,5,2,20130725,2314,74.5,8,2519,798,-0.1,34.919,2,295.8,2,7.02,2,13.38,2,0.02,2,0.99,2,2165.2,2,2308.5,2,8.2,2,2.1,0.79,2
  58GS20130717,   75N,337,1,6,2,20130725,2314,74.5,8,2519,498,2.004,35.019,2,289.4,2,5.74,2,12.95,2,0.05,2,1.01,2,2166.4,2,2311.6,2,12.3,2,2.2,0.72,2
