BOTTLE,20150522PRINUNIVRMK
  58GS20130717,   75N,337,1,7,2,20130725,2314,74.5,8,2519,398,2.768,35.084,2,291.2,2,5.18,2,12.26,2,0.01,2,0.88,2,2161.7,2,2316.3,2,14.1,2,2.2,0.72,2
  58GS20130717,   75N,337,1,8,2,20130725,2314,74.5,8,2519,198,4.135,35.133,2,282,2,5.08,2,12.18,2,0.02,2,0.87,2,2157.9,2,2317.2,2,15.3,2,2.3,0.67,2
  58GS20130717,   75N,337,1,9,2,20130725,2314,74.5,8,2519,98,4.701,35.15,2,279,2,5.03,2,12.06,2,0.03,2,0.85,2,2156.7,2,2317.1,2,21.7,2,2.5,0.67,2
  58GS20130717,   75N,337,1,10,2,20130725,2314,74.5,8,2519,48,4.89,35.149,2,278.5,2,4.98,2,11.96,2,0.03,2,0.85,2,2156.1,2,2315.9,2,10.8,2,3.3,0.62,2
  58GS20130717,   75N,337,1,11,2,20130725,2314,74.5,8,2519,29,5.706,35.127,2,283.7,2,4.93,2,10.93,2,0.27,2,0.82,2,2152.7,2,2319.1,2,24.4,2,2.4,0.77,2
  58GS20130717,   75N,337,1,12,2,20130725,2314,74.5,8,2519,9,7.79,35.103,2,280.4,2,2.29,2,4.27,2,0.17,2,0.43,2,2120,2,-999,9,20.9,2,3.1,1.29,2
  58GS20130717,   75N,339,1,1,2,20130726,448,74.5,9,2813,2600,-0.768,34.917,2,273.2,2,12.93,2,15.3,2,0.06,2,1.14,2,2161.6,2,2304.9,2,-53.5,2,3.5,1.09,2
  58GS20130717,   75N,339,1,2,2,20130726,448,74.5,9,2813,1998,-0.764,34.917,2,275.6,2,11.99,2,15.08,2,0.03,2,1.11,2,2163.9,2,2302.6,2,-52.1,2,2.1,1.07,2
  58GS20130717,   75N,339,1,3,2,20130726,448,74.5,9,2813,1748,-0.736,34.915,2,277.2,2,11.38,2,14.98,2,0.03,2,1.08,2,2164.3,2,2303.4,2,-43.4,2,2.3,1.02,2
  58GS20130717,   75N,339,1,4,2,20130726,448,74.5,9,2813,1198,-0.517,34.91,2,-999,9,8.53,2,14.13,2,0.04,2,1.04,2,769.7,4,2302.6,2,-5.1,2,2.2,0.9,2
  58GS20130717,   75N,339,1,4,2,20130726,448,74.5,9,2813,1198,-0.517,34.91,2,-999,9,-999,9,-999,9,-999,2,-999,9,2167.6,2,2301.3,2,-999,9,-999,-999,2
  58GS20130717,   75N,339,1,5,2,20130726,448,74.5,9,2813,848,-0.091,34.922,2,298.1,2,6.74,2,13.18,2,0.02,2,0.98,2,2168.9,2,2304.2,2,10.7,2,2.1,0.8,2
  58GS20130717,   75N,339,1,6,2,20130726,448,74.5,9,2813,548,1.293,34.976,2,291,2,5.97,2,13.21,2,0.03,2,0.97,2,2168.7,2,2313.2,2,26.1,2,2.2,0.77,2
  58GS20130717,   75N,339,1,7,2,20130726,448,74.5,9,2813,348,3.236,35.097,2,287.2,2,5.16,2,12.43,2,0.03,2,0.89,2,2161.8,2,2311.8,2,25.6,6,1.9,0.7,2
  58GS20130717,   75N,339,1,7,2,20130726,448,74.5,9,2813,348,-999,35.097,2,-999,9,5.11,2,12.37,2,0.02,2,0.89,2,2160.5,2,2313.8,2,-999,9,-999,0.74,2
  58GS20130717,   75N,339,1,8,2,20130726,448,74.5,9,2813,248,3.675,35.113,2,285.4,2,5.08,2,12.21,2,0.02,2,0.86,2,2158.4,2,2313.4,2,26.2,2,2,0.71,2
  58GS20130717,   75N,339,1,9,2,20130726,448,74.5,9,2813,173,4.117,35.133,2,283.1,2,5.01,2,11.96,2,0.03,2,0.86,2,2157.1,2,2315.1,2,34.1,2,2.2,0.72,2
  58GS20130717,   75N,339,1,10,2,20130726,448,74.5,9,2813,88,4.725,35.141,2,278.1,2,5.05,2,11.76,2,0.02,2,0.84,2,2155.4,2,2315.5,2,29.9,2,2,0.69,2
  58GS20130717,   75N,339,1,11,2,20130726,448,74.5,9,2813,58,5.202,35.142,2,277.8,2,5.12,2,11.25,2,0.14,2,0.83,2,2155.5,2,2323.2,2,30.3,2,2.5,0.71,2
  58GS20130717,   75N,339,1,12,2,20130726,448,74.5,9,2813,8,7.935,35.104,2,277.8,2,1.78,2,2.27,2,0.08,2,0.32,2,2108.4,2,-999,9,27.7,2,2.3,1.43,2
  58GS20130717,   75N,341,1,1,2,20130726,959,74.5,10,2657,2401,-0.785,34.917,2,272.4,2,13.13,2,15.45,2,0.04,2,1.16,2,2165.3,2,2305.1,2,-59.2,2,2.3,1.05,2
  58GS20130717,   75N,341,1,2,2,20130726,959,74.5,10,2657,1998,-0.765,34.916,2,275.2,2,12.21,2,15.19,2,0.01,2,1.11,2,2163.5,2,2302.2,2,-51.2,2,1.9,1.04,2
  58GS20130717,   75N,341,1,3,2,20130726,959,74.5,10,2657,1748,-0.721,34.914,2,276.9,2,11.36,2,15.01,2,0.03,2,1.11,2,2163.6,2,2302.2,2,-41,2,2.2,1,2
  58GS20130717,   75N,341,1,4,2,20130726,959,74.5,10,2657,1198,-0.479,34.911,2,290.3,2,8.32,2,14.21,2,0.07,2,1.04,2,2166.9,2,2300.3,2,0.6,2,2.4,0.91,2
  58GS20130717,   75N,341,1,5,2,20130726,959,74.5,10,2657,848,-0.059,34.911,2,288.3,2,7.41,2,13.94,2,0.02,2,1.02,2,2171.1,2,2300.9,2,9.7,6,1.4,0.8,2
  58GS20130717,   75N,341,1,5,2,20130726,959,74.5,10,2657,848,-0.059,34.911,2,288.3,2,7.41,2,13.99,2,0.02,2,1.02,2,-999,9,-999,9,-999,9,-999,-999,2
  58GS20130717,   75N,341,1,6,2,20130726,959,74.5,10,2657,548,2.953,35.088,2,288.6,2,5.18,2,12.51,2,0.03,2,0.91,2,2161.9,2,2313.3,2,35.8,2,2.2,0.73,2
  58GS20130717,   75N,341,1,7,2,20130726,959,74.5,10,2657,347,3.517,35.125,2,288.8,2,4.88,2,12.15,2,0.02,2,0.86,2,2158.8,2,2314.8,2,26,2,2.1,0.69,2
  58GS20130717,   75N,341,1,8,2,20130726,959,74.5,10,2657,248,3.988,35.132,2,284.8,2,4.94,2,12.09,2,0.05,2,0.86,2,2158.3,2,2314.4,2,29.4,2,2.2,0.73,2
  58GS20130717,   75N,341,1,9,2,20130726,959,74.5,10,2657,173,4.383,35.147,2,281.5,2,4.96,2,12.07,2,0.04,2,0.86,2,2157.9,2,2317,2,21.5,2,2.3,0.7,2
  58GS20130717,   75N,341,1,10,2,20130726,959,74.5,10,2657,88,4.777,35.159,2,278.9,2,5.03,2,12.06,2,0.09,2,0.86,2,2157.9,2,2317.8,2,25.2,2,2.4,0.68,2
  58GS20130717,   75N,341,1,11,2,20130726,959,74.5,10,2657,58,4.945,35.159,2,277.3,2,4.97,2,11.89,2,0.04,2,0.86,2,2155.4,2,2317.6,2,28.2,2,2.2,0.72,2
  58GS20130717,   75N,341,1,12,2,20130726,959,74.5,10,2657,8,7.652,35.097,2,278.7,2,3.45,2,6.54,2,0.3,2,0.59,2,2132.4,2,2319.6,2,20.7,2,2,1.04,2
  58GS20130717,   75N,343,1,1,2,20130726,1508,74.5,11,2390,2380,-0.79,34.917,2,272.7,2,12.88,2,14.92,2,0.01,2,1.13,2,2165.1,2,2302.7,2,-999,9,-999,1.06,2
  58GS20130717,   75N,343,1,2,2,20130726,1508,74.5,11,2390,1998,-0.769,34.916,2,274.6,2,11.97,2,14.76,2,0.02,2,1.11,2,2165.9,2,2302.7,2,-999,9,-999,1.11,2
  58GS20130717,   75N,343,1,2,2,20130726,1508,74.5,11,2390,1998,-999,34.916,2,-999,9,11.98,2,14.75,2,0.02,2,1.11,2,2165.8,2,2303.3,2,-999,9,-999,1.15,2
  58GS20130717,   75N,343,1,3,2,20130726,1508,74.5,11,2390,1748,-0.738,34.915,2,276.3,2,11.33,2,14.53,2,0.03,2,1.1,2,2164.2,2,2302.6,2,-999,9,-999,1.06,2
  58GS20130717,   75N,343,1,4,2,20130726,1508,74.5,11,2390,1198,-0.526,34.911,2,294.1,2,7.88,2,13.37,2,0.02,2,0.99,2,2167.3,2,2291.3,3,-999,9,-999,0.88,2
  58GS20130717,   75N,343,1,5,2,20130726,1508,74.5,11,2390,848,-0.086,34.918,2,293.6,2,6.96,2,13.09,2,0.01,2,0.97,2,2169.3,2,2289.2,3,-999,9,-999,0.84,2
  58GS20130717,   75N,343,1,6,2,20130726,1508,74.5,11,2390,548,2.244,35.051,2,291.7,2,5.33,2,12.27,2,0.03,2,0.9,2,2162.1,2,2299.3,3,-999,9,-999,0.76,2
  58GS20130717,   75N,343,1,7,2,20130726,1508,74.5,11,2390,348,3.21,35.107,2,289.9,2,4.91,2,11.67,2,0.02,2,0.86,2,2158.6,2,2311.2,2,-999,9,-999,0.7,2
  58GS20130717,   75N,343,1,8,2,20130726,1508,74.5,11,2390,248,3.539,35.103,2,283.5,2,5.19,2,11.98,2,0.06,2,0.88,2,2160.9,2,2313.8,2,-999,9,-999,0.7,2
  58GS20130717,   75N,343,1,9,2,20130726,1508,74.5,11,2390,173,4.098,35.13,2,281.6,2,5,2,11.76,2,0.02,2,0.86,2,2159,2,2314,2,-999,9,-999,0.69,2
  58GS20130717,   75N,343,1,10,2,20130726,1508,74.5,11,2390,88,5.115,35.146,2,275.9,2,4.95,2,11.49,2,0.03,2,0.84,2,2155.4,2,2316.2,2,-999,9,-999,0.69,2
  58GS20130717,   75N,343,1,11,2,20130726,1508,74.5,11,2390,58,5.562,35.146,2,272,2,4.85,2,10.93,2,0.08,2,0.82,2,2152.5,2,2318.7,2,-999,9,-999,0.71,2
  58GS20130717,   75N,343,1,12,2,20130726,1508,74.5,11,2390,8,7.844,35.094,2,276.9,2,1.76,2,2.54,2,0.1,2,0.48,2,2109.9,2,2322,2,-999,9,-999,1.3,2
  58GS20130717,   75N,345,1,1,2,20130726,2032,74.5,12,2310,2300,-0.79,34.917,2,273.5,2,13.06,2,14.93,2,0.02,2,1.14,2,2165.5,2,2304.4,2,-51.1,2,2.4,1.03,2
  58GS20130717,   75N,345,1,2,2,20130726,2032,74.5,12,2310,1998,-0.782,34.916,2,274.2,2,12.62,2,14.95,2,0.01,2,1.11,2,2163,2,2303.1,2,-37.6,2,4,1.08,2
  58GS20130717,   75N,345,1,3,2,20130726,2032,74.5,12,2310,1498,-0.661,34.913,2,284.8,2,10.06,2,14.06,2,0.01,2,1.06,2,2164.9,2,2301.3,2,-32.8,2,2.3,1.05,2
  58GS20130717,   75N,345,1,4,2,20130726,2032,74.5,12,2310,998,-0.4,34.916,2,294.8,2,7.79,2,13.31,2,0.01,2,1,2,2167,2,2300.9,2,-3.7,2,2.5,0.75,2
  58GS20130717,   75N,345,1,5,2,20130726,2032,74.5,12,2310,798,-0.161,34.918,2,294.6,2,7.29,2,13.12,2,0.01,2,0.99,2,2168.8,2,2301.8,2,6.3,2,2.6,0.89,2
  58GS20130717,   75N,345,1,6,2,20130726,2032,74.5,12,2310,498,1.742,35.009,2,292,2,5.87,2,12.68,2,0.02,2,0.94,2,2165.1,2,2306.4,2,19.2,2,2.2,0.79,2
  58GS20130717,   75N,345,1,7,2,20130726,2032,74.5,12,2310,398,2.741,35.083,2,291.3,2,5.22,2,11.94,2,0.03,2,0.89,2,2160.2,2,2310.8,2,34,2,2.3,0.72,2
  58GS20130717,   75N,345,1,8,2,20130726,2032,74.5,12,2310,198,3.685,35.117,2,287.5,2,5.17,2,11.48,2,0.02,2,0.86,2,2157.1,2,2316.4,2,29.7,6,2.8,0.73,2
  58GS20130717,   75N,345,1,8,2,20130726,2032,74.5,12,2310,198,-999,35.117,2,-999,9,5.19,2,11.56,2,0.03,2,0.85,2,2159.1,2,2313.9,2,-999,9,-999,0.69,2
  58GS20130717,   75N,345,1,9,2,20130726,2032,74.5,12,2310,98,4.309,35.137,2,281.2,2,5.09,2,11.69,2,0.03,2,0.87,2,2158.5,2,2315.2,2,28.1,2,2.4,0.68,2
  58GS20130717,   75N,345,1,10,2,20130726,2032,74.5,12,2310,50,4.924,35.145,2,277.4,2,5.11,2,11.32,2,0.04,2,0.84,2,2156.7,2,2315.6,2,27.5,2,2.8,0.72,2
  58GS20130717,   75N,345,1,11,2,20130726,2032,74.5,12,2310,28,6.248,35.127,2,278,2,4.94,2,10.22,2,0.17,2,0.77,2,2149.6,2,2320.1,2,32.4,2,2.3,0.74,2
  58GS20130717,   75N,345,1,12,2,20130726,2032,74.5,12,2310,8,7.487,35.087,2,280.3,2,2.01,2,2.77,2,0.08,2,0.35,2,2111.5,2,2321.6,2,10,3,2.4,1.35,2
  58GS20130717,   75N,347,1,1,2,20130727,132,74.5,13,2239,2229,-0.8,34.916,2,272.7,2,13.14,2,15.46,2,0.02,2,1.12,2,2165.5,2,2306.6,2,-46.7,2,2.3,1.1,2
  58GS20130717,   75N,347,1,2,2,20130727,132,74.5,13,2239,1997,-0.798,34.916,2,273.7,2,12.76,2,15.37,2,0.01,2,1.1,2,2165.8,2,2305.8,2,-52.6,2,2.1,1.12,2
  58GS20130717,   75N,347,1,3,2,20130727,132,74.5,13,2239,1748,-0.779,34.915,2,274.7,2,12.13,2,15.19,2,0.01,2,1.11,2,2165.6,2,2305.3,2,-42.7,2,2.8,1.08,2
  58GS20130717,   75N,347,1,4,2,20130727,132,74.5,13,2239,1198,-0.613,34.91,2,282.9,2,9.79,2,14.66,2,0.03,2,1.06,2,2164.9,2,2307.3,3,-20.5,6,9.4,0.98,2
  58GS20130717,   75N,347,1,4,2,20130727,132,74.5,13,2239,1198,-0.613,34.91,2,282.9,2,9.77,2,14.59,2,0.01,2,1.07,2,2168,2,2304.5,2,-999,9,-999,1.04,2
  58GS20130717,   75N,347,1,4,2,20130727,132,74.5,13,2239,1198,-0.613,34.91,2,282.9,2,-999,9,-999,9,-999,2,-999,9,2167.6,2,2303.5,2,-999,9,-999,-999,2
  58GS20130717,   75N,347,1,5,2,20130727,132,74.5,13,2239,848,-0.375,34.91,2,285.9,2,8.44,2,14.42,2,0.04,2,1.04,2,2168.2,2,2304.4,2,-11.6,2,2.3,0.91,2
  58GS20130717,   75N,347,1,6,2,20130727,132,74.5,13,2239,548,0.401,34.931,2,288,2,6.99,2,13.89,2,0.04,2,0.98,2,2168.9,2,2313.7,2,20,2,3.3,0.85,2
  58GS20130717,   75N,347,1,7,2,20130727,132,74.5,13,2239,348,2.56,35.057,2,286.8,2,5.55,2,12.9,2,0.04,2,0.91,2,2162.2,2,2317.7,2,-999,9,-999,0.72,2
  58GS20130717,   75N,347,1,8,2,20130727,132,74.5,13,2239,248,3.374,35.111,2,288.8,2,5.03,2,12.11,2,0.01,2,0.85,2,2160,2,2316.6,2,32.4,2,2.2,0.74,2
  58GS20130717,   75N,347,1,9,2,20130727,132,74.5,13,2239,183,3.672,35.115,2,286.7,2,5.06,2,12.05,2,0.02,2,0.85,2,2156.9,2,2318.7,2,42.1,2,2.5,0.75,2
  58GS20130717,   75N,347,1,10,2,20130727,132,74.5,13,2239,88,4.334,35.135,2,281.5,2,5.08,2,12.02,2,0.04,2,0.85,2,715,4,2316.9,2,35.4,2,2.6,0.68,2
  58GS20130717,   75N,347,1,10,2,20130727,132,74.5,13,2239,88,4.334,35.135,2,281.5,2,-999,9,-999,9,-999,2,-999,9,2158,2,2321.7,2,-999,9,-999,-999,2
  58GS20130717,   75N,347,1,11,2,20130727,132,74.5,13,2239,58,4.678,35.136,2,280,2,5.08,2,11.6,2,0.08,2,0.85,2,2156.4,2,-999,9,26,2,2.3,0.71,2
  58GS20130717,   75N,347,1,12,2,20130727,132,74.5,13,2239,9,8.489,34.983,2,271.2,2,1.73,2,1.9,2,0.08,2,0.29,2,2104.8,2,2321.7,2,33.8,2,2.2,1.25,2
  58GS20130717,   75N,347,1,12,2,20130727,132,74.5,13,2239,9,8.489,34.983,2,271.2,2,-999,9,-999,9,-999,2,-999,9,2103.8,2,-999,9,-999,9,-999,-999,2
  58GS20130717,   75N,349,1,1,2,20130727,629,74.5,14,2100,2090,-0.812,34.916,2,272.2,2,13.35,2,15.53,2,0.04,2,1.13,2,2166.2,2,2304.1,2,-54.2,2,2.2,1.05,2
  58GS20130717,   75N,349,1,2,2,20130727,629,74.5,14,2100,1998,-0.809,34.916,2,273.2,2,13.02,2,15.44,2,0.05,2,1.12,2,2164,2,2303.6,2,-46.5,2,2.1,1.06,2
  58GS20130717,   75N,349,1,3,2,20130727,629,74.5,14,2100,1498,-0.72,34.913,2,275.8,2,11.45,2,15.07,2,0.01,2,1.09,2,2165.1,2,2301.4,2,-33.4,2,2,1.03,2
  58GS20130717,   75N,349,1,4,2,20130727,629,74.5,14,2100,998,-0.405,34.911,2,287.4,2,8.47,2,14.37,2,0.12,2,0.98,2,2167.3,2,2300.4,2,7.3,2,2.1,0.86,2
  58GS20130717,   75N,349,1,5,2,20130727,629,74.5,14,2100,798,-0.031,34.915,2,285.8,2,7.74,2,14.19,2,0.07,2,1.02,2,2170,2,2301.6,2,8.6,2,2.1,0.85,2
  58GS20130717,   75N,349,1,6,2,20130727,629,74.5,14,2100,498,2.718,35.08,2,290.2,2,5.19,2,12.44,2,0.03,2,0.88,2,2161.3,2,2314.6,2,31.9,6,1.7,0.7,2
  58GS20130717,   75N,349,1,6,2,20130727,629,74.5,14,2100,498,-999,35.08,2,-999,9,5.19,2,12.49,2,0.12,2,0.88,2,2160.6,2,2313.2,2,-999,9,-999,0.77,2
  58GS20130717,   75N,349,1,7,2,20130727,629,74.5,14,2100,398,3.255,35.09,2,284.6,2,5.39,2,12.56,2,0.04,2,0.89,2,2162.1,2,2314.8,2,35,2,2.3,0.74,2
  58GS20130717,   75N,349,1,8,2,20130727,629,74.5,14,2100,198,4.497,35.14,2,279.8,2,5.06,2,12.05,2,0.03,2,0.86,2,2157.1,2,2317.5,2,37.1,2,2.1,0.58,2
  58GS20130717,   75N,349,1,9,2,20130727,629,74.5,14,2100,98,5.426,35.149,2,274,2,5,2,11.85,2,0.06,2,0.83,2,2155.2,2,2320.1,2,33.9,2,2.1,0.58,2
  58GS20130717,   75N,349,1,10,2,20130727,629,74.5,14,2100,48,6.638,35.129,2,271.9,2,4.33,2,9.67,2,0.24,2,0.73,2,2143.1,2,2321.9,2,41.1,2,3.2,0.69,2
  58GS20130717,   75N,349,1,11,2,20130727,629,74.5,14,2100,28,8.175,35.047,2,273,2,3.66,2,7.39,2,0.2,2,0.59,2,2137.7,2,2322.7,2,39.6,2,2.1,0.86,2
  58GS20130717,   75N,349,1,12,2,20130727,629,74.5,14,2100,8,8.222,35.052,2,273.2,2,1.89,2,2.59,2,0.12,2,0.34,2,2108.7,2,2323.6,2,42.4,2,2.1,1.15,2
  58GS20130717,   75N,351,1,1,2,20130727,1118,74.5,15,1741,1731,-0.823,34.916,2,273.4,2,13.13,2,15.05,2,0.02,2,1.14,2,2168.4,2,2304.4,2,-999,9,-999,1.01,2
  58GS20130717,   75N,351,1,2,2,20130727,1118,74.5,15,1741,1498,-0.792,34.915,2,275,2,12.37,2,14.88,2,0.04,2,1.12,2,2164.8,2,2304.6,2,-999,9,-999,1.03,2
  58GS20130717,   75N,351,1,3,2,20130727,1118,74.5,15,1741,998,-0.543,34.91,2,291.3,2,8.62,2,13.82,2,0.03,2,1.03,2,2170.8,2,2304.1,2,-999,9,-999,0.84,2
  58GS20130717,   75N,351,1,4,2,20130727,1118,74.5,15,1741,798,-0.237,34.914,2,288.4,2,8.03,2,13.72,2,0.01,2,1.02,2,2171.3,2,2303.4,2,-999,9,-999,0.8,2
  58GS20130717,   75N,351,1,5,2,20130727,1118,74.5,15,1741,498,1.927,35.003,2,282,2,6.57,2,13.28,2,0.02,2,0.98,2,2168.7,2,2306.9,2,-999,9,-999,0.7,2
  58GS20130717,   75N,351,1,6,2,20130727,1118,74.5,15,1741,398,3.412,35.089,2,282.1,2,5.58,2,12.38,2,0.02,2,0.89,2,2163,2,2315.4,2,-999,9,-999,0.65,2
  58GS20130717,   75N,351,1,6,2,20130727,1118,74.5,15,1741,398,-999,35.089,2,-999,9,5.53,2,12.37,2,0.02,2,0.91,2,2161.3,2,2313.9,2,-999,9,-999,0.62,2
  58GS20130717,   75N,351,1,7,2,20130727,1118,74.5,15,1741,198,4.921,35.15,2,275.9,2,5.15,2,11.83,2,0.02,2,0.85,2,2158.3,2,2317.6,2,-999,9,-999,0.68,2
  58GS20130717,   75N,351,1,8,2,20130727,1118,74.5,15,1741,98,5.76,35.155,2,271.6,2,5.01,2,11.21,2,0.04,2,0.82,2,2151.2,2,2317,2,-999,9,-999,0.61,2
  58GS20130717,   75N,351,1,9,2,20130727,1118,74.5,15,1741,48,6.83,35.14,2,275.4,2,4.79,2,10.39,2,0.15,2,0.78,2,2148.1,2,2318.2,2,-999,9,-999,0.69,2
  58GS20130717,   75N,351,1,10,2,20130727,1118,74.5,15,1741,28,7.969,35.102,2,278.8,2,4.15,2,8.24,2,0.19,2,0.66,2,2136.9,2,2321.9,2,-999,9,-999,0.82,2
  58GS20130717,   75N,351,1,11,2,20130727,1118,74.5,15,1741,8,9.535,34.982,2,269.4,2,2.11,2,3,2,0.12,2,0.35,2,2109.2,2,2323.4,2,-999,9,-999,1.22,2
  58GS20130717,   75N,353,1,1,2,20130727,1554,74.5,16,899,889,-0.35,34.919,2,276.7,2,10.22,2,14.85,2,0.08,2,1.08,2,2170.2,2,2302,2,-23.5,2,2.3,0.91,2
  58GS20130717,   75N,353,1,2,2,20130727,1554,74.5,16,899,798,0.393,34.936,2,278,2,8.91,2,14.49,2,0.08,2,1.04,2,2171.6,2,2304.2,2,-1,2,3,0.81,2
  58GS20130717,   75N,353,1,3,2,20130727,1554,74.5,16,899,498,3.718,35.101,2,276,2,6.1,2,12.56,2,0.13,2,0.89,2,2165.4,2,2317,2,33.1,2,2.4,0.61,2
  58GS20130717,   75N,353,1,4,2,20130727,1554,74.5,16,899,398,4.746,35.136,2,274.3,2,5.11,2,12.24,2,0.11,2,0.84,2,2158,2,2317.4,2,24.9,2,2.4,0.66,2
  58GS20130717,   75N,353,1,5,2,20130727,1554,74.5,16,899,198,5.784,35.129,2,268.5,2,4.32,2,11.34,2,0.06,2,0.8,2,2150.5,2,2318,2,35,2,2.4,0.65,2
  58GS20130717,   75N,353,1,6,2,20130727,1554,74.5,16,899,98,6.745,35.157,2,262.2,2,4.58,2,11.38,2,0.04,2,0.81,2,2151.3,2,2320.4,2,34.2,2,2.4,0.62,2
  58GS20130717,   75N,353,1,7,2,20130727,1554,74.5,16,899,48,7.261,35.007,2,260.4,2,3.82,2,9.39,2,0.17,2,0.71,2,2142.7,2,2318.5,2,34.4,2,2.4,0.67,2
  58GS20130717,   75N,353,1,8,2,20130727,1554,74.5,16,899,29,8.165,34.882,2,271.1,2,1.67,2,2.98,2,0.13,2,0.34,2,2109.5,2,2315.3,2,38.3,2,3,1.12,2
  58GS20130717,   75N,353,1,9,2,20130727,1554,74.5,16,899,8,9.001,34.726,2,272.9,2,1.9,2,2.85,2,0.1,2,0.33,2,2105.5,2,2309.1,2,38.5,6,1.8,1.14,2
  58GS20130717,   75N,353,1,9,2,20130727,1554,74.5,16,899,8,-999,34.726,2,-999,9,1.8,2,2.7,2,0.11,2,0.3,2,2105.7,2,2312.5,2,-999,9,-999,1.16,2
  58GS20130717,   75N,355,1,1,2,20130727,1924,74.5,17,312,170,4.058,35.057,2,279.2,2,5.15,2,9.72,2,0.16,2,0.82,2,2157.4,2,2315,2,19.8,2,2.4,0.67,2
  58GS20130717,   75N,355,1,2,2,20130727,1924,74.5,17,312,89,3.717,34.928,2,300.5,2,3.1,2,4.21,2,0.12,2,0.55,2,2136.3,2,2313.4,2,18.6,2,2.3,0.96,2
  58GS20130717,   75N,355,1,3,2,20130727,1924,74.5,17,312,59,3.976,34.875,2,310.7,2,2.21,2,1.89,2,0.08,2,0.41,2,2116.6,2,2309.5,2,36.1,2,2.2,1.15,2
  58GS20130717,   75N,355,1,4,2,20130727,1924,74.5,17,312,8,7.095,34.823,2,294,2,1.11,2,0.65,2,0.09,2,0.18,2,2078.7,2,2311.5,2,39.2,6,2.3,1.47,2
  58GS20130717,   75N,355,1,4,2,20130727,1924,74.5,17,312,8,-999,34.823,2,-999,9,1.06,2,0.66,2,0.07,2,0.2,2,2078.7,2,2311.2,2,-999,9,-999,1.44,2
  58GS20130717,   75N,357,1,1,2,20130727,2149,74.5,18,171,106,2.922,34.866,2,324.1,2,2.14,2,1.63,2,0.07,2,0.44,2,2121.2,2,2305.5,2,36.2,2,2.3,1.15,2
  58GS20130717,   75N,357,1,2,2,20130727,2149,74.5,18,171,49,2.935,34.863,2,326.2,2,2.04,2,1.4,2,0.08,2,0.43,2,2117.4,2,2305.2,2,28.9,2,2.4,1.15,2
  58GS20130717,   75N,357,1,3,2,20130727,2149,74.5,18,171,28,3.288,34.881,2,325.9,2,2.17,2,1.56,2,0.07,2,0.41,2,2117.3,2,2307.2,2,33.2,2,2.9,1.18,2
  58GS20130717,   75N,357,1,4,2,20130727,2149,74.5,18,171,9,4.53,34.835,2,329.2,2,1.32,2,0.3,2,0.04,2,0.28,2,2094.6,2,2306.4,2,35.7,6,2.2,1.37,2
  58GS20130717,   75N,357,1,4,2,20130727,2149,74.5,18,171,9,-999,34.835,2,-999,9,1.28,2,0.3,2,0.03,2,0.28,2,2094.7,2,2304.6,2,-999,9,-999,1.41,2
END_DATA
